中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,77 ms,506 Mbps,64819 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,288 Mbps,36966 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,88 ms,217 Mbps,27852 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,100 ms,42 Mbps,5382 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,191 ms,83 Mbps,10649 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,189 ms,94 Mbps,12083 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,309 Mbps,39628 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,216 Mbps,27750 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,288 Mbps,36966 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,68 ms,312 Mbps,39936 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,277 Mbps,35532 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,104 ms,306 Mbps,39219 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,132 ms,271 Mbps,34713 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,44 ms,516 Mbps,66150 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,57 ms,532 Mbps,68096 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,44 ms,588 Mbps,75366 kB/s
129.146.47.72,443,104.28.205.110,US,Los Angeles,隧道,65 ms,47 Mbps,6089 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,208 Mbps,26726 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,206 Mbps,26419 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,305 Mbps,39116 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,236 ms,43 Mbps,5565 kB/s
152.70.119.237,443,2a09:bac5:6444:1250::1d3:6f,US,San Jose,隧道,73 ms,36 Mbps,4679 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,73 ms,51 Mbps,6566 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,278 Mbps,35635 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,73 ms,278 Mbps,35635 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,75 ms,324 Mbps,41472 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,29 ms,7 Mbps,959 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,296 Mbps,37990 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,67 ms,49 Mbps,6383 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,83 ms,48 Mbps,6269 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,51 ms,360 Mbps,46182 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,92 ms,226 Mbps,28979 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,84 ms,219 Mbps,28057 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,93 ms,31 Mbps,4001 kB/s
64.110.103.69,443,64.110.103.69,,colo.txt:Osaka,中转,0 ms,35 Mbps,4509 kB/s
152.70.88.98,443,2a09:bac5:4756:1a14::299:5e,KR,Seoul,隧道,182 ms,36 Mbps,4651 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,211 Mbps,27033 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,67 ms,27 Mbps,3479 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,80 ms,46 Mbps,5920 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,93 ms,42 Mbps,5420 kB/s
207.127.94.174,443,207.127.94.174,SE,Oslo,中转,106 ms,51 Mbps,6612 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,88 ms,49 Mbps,6299 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,84 ms,241 Mbps,30924 kB/s
144.22.252.124,443,144.22.252.124,BR,S
