中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,33 ms,57 Mbps,7344 kB/s
129.146.7.98,443,2a09:bac5:60ed:78::c:373,US,Los Angeles,隧道,20 ms,78 Mbps,10035 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,21 ms,652 Mbps,83456 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,32 ms,1088 Mbps,139264 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,56 ms,625 Mbps,80076 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,74 ms,428 Mbps,54886 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,38 ms,1104 Mbps,141312 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,41 ms,250 Mbps,32051 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,28 ms,675 Mbps,86425 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,54 ms,608 Mbps,77926 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,40 ms,1096 Mbps,140288 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,353 Mbps,45260 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,31 ms,1072 Mbps,137216 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,52 ms,528 Mbps,67584 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,152 ms,80 Mbps,10342 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,180 Mbps,23142 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,372 Mbps,47616 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,163 ms,200 Mbps,25600 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,85 ms,412 Mbps,52838 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,137 Mbps,17612 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,138 ms,46 Mbps,6009 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,64 ms,213 Mbps,27340 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,145 ms,127 Mbps,16281 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,504 Mbps,64614 kB/s
192.9.237.203,443,192.9.237.203,US,San Jose,中转,33 ms,55 Mbps,7148 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,45 ms,96 Mbps,12390 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,142 ms,128 Mbps,16384 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,69 ms,45 Mbps,5814 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,73 ms,409 Mbps,52428 kB/s
152.70.183.28,443,98.98.166.190,AE,Frankfurt,隧道,168 ms,148 Mbps,19046 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,81 ms,415 Mbps,53145 kB/s
204.110.220.3,443,204.110.220.79,US,,隧道,86 ms,478 Mbps,61235 kB/s
8.218.148.106,443,8.218.148.106,HK,,中转,153 ms,0 Mbps,35 kB/s
152.70.248.96,443,2a09:bac1:3f00:90::22:10f,KR,Seoul,隧道,149 ms,1 Mbps,172 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,205 ms,136 Mbps,17510 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,151 ms,40 Mbps,5168 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,167 Mbps,21401 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,52 ms,179 Mbps,22937 kB/s
150.230.248.166,443,150.230.248.166,KR,Seoul,中转,153 ms,43 Mbps,5504 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,16 ms,69 Mbps,8925 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,145 ms,42 Mbps,5447 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,65 ms,371 Mbps,47513 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,39 ms,364 Mbps,46592 kB/s
146.56.41.148,443,146.56.41.148,KR,Seoul,中转,148 ms,39 Mbps,5114 kB/s
54.203.85.46,443,204.110.220.88,US,,隧道,39 ms,374 Mbps,47923 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,185 ms,123 Mbps,15769 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,122 Mbps,15667 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,148 ms,34 Mbps,4479 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,193 ms,35 Mbps,4604 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,162 ms,36 Mbps,4619 kB/s
152.67.44.30,443,152.67.44.30,BR,S
