中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,732 Mbps,93696 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,896 Mbps,114688 kB/s
129.146.46.164,443,129.146.46.164,342 Mbps,43827 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,4 ms,1152 Mbps,147456 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,22 ms,928 Mbps,118784 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,5 ms,904 Mbps,115712 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,25 ms,628 Mbps,80486 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,652 Mbps,83456 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,27 ms,432 Mbps,55296 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,28 ms,808 Mbps,103424 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,59 ms,408 Mbps,52326 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,72 ms,47 Mbps,6105 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,85 ms,302 Mbps,38707 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,47 Mbps,6086 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,76 ms,7 Mbps,937 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,236 Mbps,30208 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,120 ms,221 Mbps,28364 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,36 Mbps,4632 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,113 Mbps,14540 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,156 ms,42 Mbps,5411 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,112 Mbps,14438 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,138 ms,43 Mbps,5625 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,143 ms,41 Mbps,5335 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,171 ms,23 Mbps,2986 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,131 Mbps,16793 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,170 ms,40 Mbps,5132 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,167 ms,40 Mbps,5153 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,168 ms,88 Mbps,11264 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,190 ms,49 Mbps,6290 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,167 ms,41 Mbps,5348 kB/s
