中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,728 Mbps,93184 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,929 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,300 Mbps,38400 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,48 ms,520 Mbps,66560 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,48 ms,544 Mbps,69734 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,48 ms,565 Mbps,72396 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,440 Mbps,56422 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,52 ms,425 Mbps,54476 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,484 Mbps,62054 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,232 Mbps,29798 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,375 Mbps,48025 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,184 Mbps,23654 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,112 ms,46 Mbps,5968 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,181 Mbps,23244 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,166 Mbps,21299 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,45 Mbps,5774 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,44 Mbps,5745 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,18 Mbps,2366 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,190 ms,38 Mbps,4925 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,207 ms,6 Mbps,872 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,36 Mbps,4655 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,219 ms,9 Mbps,1251 kB/s
