中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.82.74.154,US,Seattle,隧道,45 ms,936 Mbps,119808 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,10 ms,1600 Mbps,204800 kB/s
35.230.79.26,443,34.82.74.154,US,Seattle,隧道,32 ms,712 Mbps,91136 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,19 ms,640 Mbps,81920 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,460 Mbps,58880 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,27 ms,62 Mbps,7969 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:4b,US,Los Angeles,隧道,47 ms,91 Mbps,11673 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,1160 Mbps,148480 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,3 ms,147 Mbps,18841 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,29 ms,652 Mbps,83456 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,29 ms,968 Mbps,123904 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,80 ms,240 Mbps,30720 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::c:3a8,US,Los Angeles,隧道,35 ms,45 Mbps,5788 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,35 ms,760 Mbps,97382 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,71 ms,34 Mbps,4362 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,45 ms,59 Mbps,7647 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,130 ms,233 Mbps,29900 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,87 ms,360 Mbps,46080 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,183 ms,109 Mbps,14028 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,170 ms,42 Mbps,5491 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,152 ms,174 Mbps,22323 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,17 ms,64 Mbps,8288 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,156 ms,142 Mbps,18227 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,74 ms,46 Mbps,5962 kB/s
146.56.143.160,443,2607:a400:a:6b:0:2d9b:ee4d:7fb4,US,Los Angeles,隧道,177 ms,135 Mbps,17305 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,61 ms,401 Mbps,51404 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,133 ms,5 Mbps,664 kB/s
8.222.236.216,443,8.222.220.238,SG,Singapore,隧道,180 ms,92 Mbps,11878 kB/s
47.253.100.59,443,47.253.100.59,US,Ashburn,中转,87 ms,220 Mbps,28160 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,177 ms,44 Mbps,5650 kB/s
8.222.254.245,443,8.222.207.55,SG,Singapore,隧道,199 ms,96 Mbps,12390 kB/s
8.219.128.5,443,8.219.142.198,SG,Singapore,隧道,201 ms,70 Mbps,8976 kB/s
152.67.102.137,443,152.67.102.137,AU,Sydney,中转,173 ms,20 Mbps,2648 kB/s
47.74.42.114,443,47.74.42.114,JP,Tokyo,中转,124 ms,21 Mbps,2766 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,118 Mbps,15155 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,177 ms,126 Mbps,16179 kB/s
8.222.242.115,443,8.222.236.107,SG,Singapore,隧道,195 ms,92 Mbps,11776 kB/s
8.219.201.68,443,8.222.210.246,SG,Singapore,隧道,185 ms,90 Mbps,11571 kB/s
47.245.96.79,443,8.222.236.107,SG,Singapore,隧道,197 ms,85 Mbps,10956 kB/s
8.219.169.154,443,8.219.142.198,SG,Singapore,隧道,209 ms,90 Mbps,11571 kB/s
138.3.209.122,443,2602:ffe4:407:21d9:0:48ee:1da5:6e73,SG,Singapore,隧道,182 ms,50 Mbps,6458 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,105 ms,277 Mbps,35532 kB/s
8.219.85.56,443,47.245.125.52,SG,Singapore,隧道,220 ms,96 Mbps,12390 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,169 ms,128 Mbps,16384 kB/s
8.219.77.174,443,8.222.222.65,SG,Singapore,隧道,215 ms,41 Mbps,5354 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,186 ms,46 Mbps,5946 kB/s
8.222.226.153,443,8.222.226.153,SG,Singapore,中转,210 ms,9 Mbps,1159 kB/s
193.123.61.235,443,23.236.112.222,DE,Frankfurt,隧道,197 ms,71 Mbps,9120 kB/s
8.219.67.17,443,8.219.96.61,SG,Singapore,隧道,191 ms,28 Mbps,3610 kB/s
8.222.213.193,443,47.236.1.53,SG,Singapore,隧道,188 ms,100 Mbps,12902 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,219 ms,42 Mbps,5422 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,174 ms,140 Mbps,18022 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,177 ms,115 Mbps,14745 kB/s
149.129.8.215,443,47.88.8.186,,colo.txt:San Jose,隧道,0 ms,3 Mbps,453 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,186 ms,32 Mbps,4161 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,175 ms,104 Mbps,13414 kB/s
8.222.153.14,443,47.236.1.53,SG,Singapore,隧道,183 ms,70 Mbps,8962 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,195 ms,43 Mbps,5521 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,170 ms,30 Mbps,3899 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,206 ms,105 Mbps,13516 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,208 ms,121 Mbps,15564 kB/s
8.219.192.15,443,8.219.142.198,SG,Singapore,隧道,199 ms,85 Mbps,10956 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,10 ms,461 Mbps,59084 kB/s
8.222.221.226,443,8.222.207.55,SG,Singapore,隧道,183 ms,90 Mbps,11571 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,137 ms,41 Mbps,5342 kB/s
140.238.5.32,443,140.238.5.32,KR,Seoul,中转,174 ms,38 Mbps,4961 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,161 ms,127 Mbps,16281 kB/s
8.222.220.255,443,47.236.51.143,SG,Singapore,隧道,213 ms,88 Mbps,11264 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,181 ms,112 Mbps,14438 kB/s
47.243.249.213,443,47.243.249.213,HK,Hong Kong,中转,188 ms,94 Mbps,12083 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,153 ms,100 Mbps,12902 kB/s
47.245.89.221,443,47.245.84.175,SG,Singapore,隧道,214 ms,105 Mbps,13516 kB/s
8.222.228.144,443,8.222.210.246,SG,Singapore,隧道,197 ms,82 Mbps,10547 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,204 ms,43 Mbps,5630 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,198 ms,0 Mbps,62 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,123 ms,1 Mbps,216 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,13 ms,60 Mbps,7698 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,197 ms,43 Mbps,5536 kB/s
8.213.217.254,443,8.213.217.254,TH,Singapore,中转,207 ms,75 Mbps,9682 kB/s
8.219.72.38,443,8.219.142.198,SG,Singapore,隧道,221 ms,102 Mbps,13107 kB/s
8.222.223.35,443,47.245.84.175,SG,Singapore,隧道,217 ms,86 Mbps,11059 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,188 ms,3 Mbps,392 kB/s
8.219.51.229,443,8.222.236.107,SG,Singapore,隧道,189 ms,75 Mbps,9616 kB/s
158.178.155.143,443,2606:f240:f00:46c4:0:cd9f:53bf:f22d,US,Frankfurt,隧道,176 ms,92 Mbps,11878 kB/s
8.222.203.105,443,8.219.142.198,SG,Singapore,隧道,212 ms,97 Mbps,12492 kB/s
129.159.22.4,443,129.159.22.4,IN,Chennai,中转,243 ms,13 Mbps,1690 kB/s
8.222.222.229,443,47.245.125.52,SG,Singapore,隧道,216 ms,79 Mbps,10137 kB/s
193.123.56.2,443,2a0b:21c0:1007:c8:0:d976:ff38:f813,DE,Frankfurt,隧道,167 ms,108 Mbps,13926 kB/s
193.123.81.105,443,193.123.81.105,AE,Marseille,中转,300 ms,31 Mbps,4083 kB/s
