中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,734 Mbps,94003 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,66 Mbps,8556 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,388 Mbps,49766 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,292 Mbps,37376 kB/s
129.146.46.164,443,129.146.46.164,220 Mbps,28262 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,70 ms,331 Mbps,42393 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,229 Mbps,29388 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,36 ms,0 Mbps,74 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,399 Mbps,51097 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,67 ms,409 Mbps,52428 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,72 ms,321 Mbps,41164 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,332 Mbps,42496 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,200 Mbps,25702 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,196 Mbps,25088 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,42 Mbps,5480 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,101 ms,41 Mbps,5340 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,253 Mbps,32460 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,248 Mbps,31846 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,98 ms,48 Mbps,6253 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,28 Mbps,3621 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,178 ms,122 Mbps,15667 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,5 Mbps,736 kB/s
168.138.46.67,443,168.138.46.67,JP,Tokyo,中转,171 ms,44 Mbps,5693 kB/s
64.110.104.30,443,64.110.104.30,JP,Tokyo,中转,173 ms,24 Mbps,3177 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,211 ms,26 Mbps,3357 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,222 ms,37 Mbps,4812 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,5 Mbps,666 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,209 ms,16 Mbps,2139 kB/s
129.154.197.32,443,2602:ffe4:407:20d9:0:f0e:3122:3109,SG,Milan,隧道,267 ms,45 Mbps,5781 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,1211 ms,3 Mbps,410 kB/s
