中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,785 Mbps,100556 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1520 Mbps,194560 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,122 Mbps,15667 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,279 Mbps,35737 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,69 ms,334 Mbps,42803 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,348 Mbps,44544 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,98 ms,43 Mbps,5630 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,199 Mbps,25497 kB/s
35.230.79.26,443,35.212.233.117,US,Seattle,隧道,69 ms,292 Mbps,37376 kB/s
35.197.23.75,443,35.212.233.117,US,Seattle,隧道,71 ms,297 Mbps,38092 kB/s
158.178.155.231,443,2606:f240:f00:a683:0:110a:440f:4e9f,DE,Frankfurt,隧道,93 ms,230 Mbps,29491 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,82 ms,268 Mbps,34304 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,444 Mbps,56934 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,289 Mbps,37068 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,299 Mbps,38297 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,244 Mbps,31232 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,277 Mbps,35532 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,436 Mbps,55808 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,101 ms,48 Mbps,6245 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,233 Mbps,29900 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,44 Mbps,5660 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,110 Mbps,14131 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,101 ms,44 Mbps,5756 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,176 ms,40 Mbps,5120 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,200 ms,37 Mbps,4756 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,12 Mbps,1596 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,194 ms,36 Mbps,4652 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,231 ms,23 Mbps,3006 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,223 ms,20 Mbps,2573 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,236 ms,2 Mbps,288 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,200 ms,74 Mbps,9580 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,226 ms,23 Mbps,3044 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,134 ms,0 Mbps,44 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,36 Mbps,4684 kB/s
