中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.34.122,443,129.159.34.122,US,San Jose,中转,23 ms,57 Mbps,7316 kB/s
35.197.23.75,443,35.203.190.52,US,Seattle,隧道,24 ms,896 Mbps,114688 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,678 Mbps,86835 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,11 ms,1440 Mbps,184320 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,1416 Mbps,181248 kB/s
192.18.140.39,443,192.18.140.39,US,San Jose,中转,61 ms,136 Mbps,17510 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,20 ms,30 Mbps,3841 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,38 ms,1448 Mbps,185344 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,33 ms,91 Mbps,11673 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,125 ms,677 Mbps,86732 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,91 Mbps,11673 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,35 ms,608 Mbps,77926 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,104 ms,928 Mbps,118784 kB/s
35.230.79.26,443,35.203.190.52,US,Seattle,隧道,65 ms,920 Mbps,117760 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,32 ms,1408 Mbps,180224 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,54 ms,443 Mbps,56729 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,206 ms,42 Mbps,5461 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,67 ms,290 Mbps,37171 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,80 ms,51 Mbps,6539 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,378 Mbps,48435 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,31 ms,295 Mbps,37785 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,56 ms,405 Mbps,51916 kB/s
138.2.156.119,443,2a0b:21c0:100a:1fa:0:4265:f778:bd48,DE,Frankfurt,隧道,157 ms,99 Mbps,12697 kB/s
