中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,15 ms,1064 Mbps,136192 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,473 Mbps,60620 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,17 ms,912 Mbps,116736 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,415 Mbps,53145 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,51 ms,343 Mbps,43929 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,54 ms,442 Mbps,56627 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,43 Mbps,5606 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,50 ms,47 Mbps,6064 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,54 ms,470 Mbps,60211 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,51 ms,336 Mbps,43110 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,66 ms,104 Mbps,13414 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,53 ms,408 Mbps,52326 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,200 Mbps,25600 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,179 Mbps,22937 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,107 ms,48 Mbps,6247 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,223 Mbps,28569 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,204 Mbps,26112 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,39 Mbps,5064 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,136 Mbps,17510 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,110 ms,1 Mbps,203 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,113 ms,33 Mbps,4339 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,150 ms,0 Mbps,80 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,3 Mbps,439 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,181 ms,112 Mbps,14438 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,191 ms,12 Mbps,1632 kB/s
158.101.130.149,443,2602:ffe4:407:21d9:0:b296:1490:1e60,SG,Singapore,隧道,216 ms,77 Mbps,9932 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,0 Mbps,112 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,196 ms,98 Mbps,12595 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,275 ms,9 Mbps,1240 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,216 ms,36 Mbps,4718 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,208 ms,3 Mbps,494 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,196 ms,0 Mbps,37 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,222 ms,1 Mbps,157 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,204 ms,0 Mbps,27 kB/s
