中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,23 ms,1248 Mbps,159744 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,68 ms,358 Mbps,45875 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,23 ms,56 Mbps,7284 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,348 Mbps,44544 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,22 ms,546 Mbps,69939 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,17 ms,55 Mbps,7097 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,66 ms,444 Mbps,56832 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,52 ms,609 Mbps,78028 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,199 Mbps,25497 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,66 ms,617 Mbps,79052 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,24 ms,109 Mbps,14028 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,75 ms,47 Mbps,6118 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,57 ms,646 Mbps,82739 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,38 ms,79 Mbps,10137 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,17 ms,84 Mbps,10854 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,42 ms,647 Mbps,82841 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,159 ms,20 Mbps,2610 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,329 Mbps,42188 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,178 ms,9 Mbps,1261 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,171 ms,40 Mbps,5157 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,148 ms,41 Mbps,5269 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,133 ms,124 Mbps,15974 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,140 ms,122 Mbps,15667 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,66 ms,27 Mbps,3571 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,169 ms,99 Mbps,12697 kB/s
8.222.214.191,443,8.222.222.65,SG,Singapore,隧道,181 ms,56 Mbps,7199 kB/s
193.122.4.221,443,2a0b:21c0:1007:c9:0:8d05:e98f:cff6,DE,Frankfurt,隧道,175 ms,113 Mbps,14540 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,138 ms,156 Mbps,20070 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,153 ms,47 Mbps,6099 kB/s
141.147.26.198,443,2a0b:21c0:100a:1b6:0:cf04:1f0:71ee,DE,Frankfurt,隧道,165 ms,81 Mbps,10444 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,142 ms,130 Mbps,16691 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,146 ms,127 Mbps,16281 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,201 ms,0 Mbps,12 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,23 ms,4 Mbps,547 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,161 ms,130 Mbps,16691 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,144 ms,34 Mbps,4403 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,543 Mbps,69529 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,34 ms,55 Mbps,7136 kB/s
141.147.113.61,443,2606:f240:f00:2be4:0:fbf5:2cb3:fc40,US,Frankfurt,隧道,163 ms,132 Mbps,16998 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,196 ms,3 Mbps,421 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,137 ms,3 Mbps,464 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,162 ms,127 Mbps,16281 kB/s
8.222.252.136,443,8.222.210.246,SG,Singapore,隧道,206 ms,85 Mbps,10956 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,176 ms,43 Mbps,5629 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,153 ms,43 Mbps,5596 kB/s
193.122.117.159,443,193.122.117.159,KR,Seoul,中转,159 ms,38 Mbps,4990 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,158 ms,41 Mbps,5292 kB/s
8.219.15.40,443,8.222.222.65,SG,Singapore,隧道,192 ms,72 Mbps,9292 kB/s
8.219.209.176,443,47.245.125.52,SG,Singapore,隧道,196 ms,88 Mbps,11264 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,189 ms,147 Mbps,18841 kB/s
8.222.133.161,443,8.222.236.107,SG,Singapore,隧道,213 ms,84 Mbps,10854 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,90 ms,180 Mbps,23040 kB/s
129.159.22.4,443,129.159.22.4,IN,Chennai,中转,243 ms,24 Mbps,3119 kB/s
8.222.196.215,443,47.236.51.143,SG,Singapore,隧道,193 ms,101 Mbps,13004 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,154 ms,31 Mbps,4042 kB/s
8.222.208.49,443,47.245.84.175,SG,Singapore,隧道,201 ms,87 Mbps,11161 kB/s
47.245.80.44,443,8.222.222.65,SG,Singapore,隧道,185 ms,96 Mbps,12288 kB/s
8.222.238.78,443,8.222.222.65,SG,Singapore,隧道,204 ms,88 Mbps,11366 kB/s
8.222.252.28,443,8.222.236.107,SG,Singapore,隧道,204 ms,87 Mbps,11161 kB/s
155.248.187.211,443,155.248.187.211,JP,Tokyo,中转,200 ms,41 Mbps,5350 kB/s
8.222.249.108,443,47.245.84.175,SG,Singapore,隧道,208 ms,73 Mbps,9391 kB/s
141.147.93.72,443,163.123.193.8,DE,Frankfurt,隧道,176 ms,130 Mbps,16691 kB/s
47.245.108.34,443,47.236.1.53,SG,Singapore,隧道,218 ms,63 Mbps,8145 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,154 ms,44 Mbps,5727 kB/s
8.222.144.99,443,8.219.96.61,SG,Singapore,隧道,190 ms,86 Mbps,11059 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,206 ms,43 Mbps,5580 kB/s
8.219.203.165,443,47.236.58.234,SG,Singapore,隧道,204 ms,85 Mbps,10956 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,214 ms,42 Mbps,5395 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,167 ms,137 Mbps,17612 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,190 ms,40 Mbps,5189 kB/s
143.47.229.149,443,2a0b:21c0:1007:1cb:0:7c1e:52b0:5198,DE,Frankfurt,隧道,190 ms,111 Mbps,14233 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,200 ms,38 Mbps,4908 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,160 ms,127 Mbps,16281 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,198 ms,71 Mbps,9204 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,221 ms,132 Mbps,16998 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,189 ms,144 Mbps,18432 kB/s
47.245.110.116,443,47.245.84.175,SG,Singapore,隧道,213 ms,98 Mbps,12595 kB/s
141.148.220.141,443,2a09:bac1:36a0:18::243:6,IN,Mumbai,隧道,234 ms,34 Mbps,4378 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,140 Mbps,18022 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,203 ms,141 Mbps,18124 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,212 ms,0 Mbps,43 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,200 ms,136 Mbps,17408 kB/s
8.219.106.236,443,47.236.1.53,SG,Singapore,隧道,234 ms,74 Mbps,9488 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,204 ms,127 Mbps,16281 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,205 ms,96 Mbps,12390 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,185 ms,76 Mbps,9737 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,83 ms,3 Mbps,432 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,200 ms,42 Mbps,5401 kB/s
8.222.192.81,443,8.219.142.198,SG,Singapore,隧道,244 ms,87 Mbps,11161 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,278 ms,39 Mbps,5097 kB/s
132.226.31.178,443,2a09:bac5:60ef:1846::26b:a4,US,Los Angeles,隧道,30 ms,49 Mbps,6279 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,72 ms,48 Mbps,6168 kB/s
192.9.158.188,443,2a09:bac5:6445:1250::1d3:66,US,San Jose,隧道,42 ms,155 Mbps,19865 kB/s
8.222.228.243,443,8.222.222.65,SG,Singapore,隧道,281 ms,84 Mbps,10854 kB/s
8.219.206.22,443,8.222.210.246,SG,Singapore,隧道,261 ms,81 Mbps,10444 kB/s
144.21.50.66,443,2606:f240:f00:83a7:0:b47:9959:dd4b,US,Frankfurt,隧道,188 ms,144 Mbps,18432 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,44 ms,10 Mbps,1321 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,195 ms,107 Mbps,13721 kB/s
8.222.185.14,443,8.222.207.55,SG,Singapore,隧道,222 ms,78 Mbps,10035 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,121 ms,0 Mbps,82 kB/s
8.222.248.175,443,47.236.58.234,SG,Singapore,隧道,195 ms,88 Mbps,11366 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,138 ms,133 Mbps,17100 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,30 ms,40 Mbps,5245 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,20 ms,786 Mbps,100659 kB/s
8.219.251.23,443,47.236.1.53,SG,Singapore,隧道,198 ms,80 Mbps,10240 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,68 ms,51 Mbps,6545 kB/s
152.67.102.137,443,152.67.102.137,AU,Sydney,中转,157 ms,33 Mbps,4326 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,183 ms,52 Mbps,6681 kB/s
8.222.242.213,443,47.236.1.53,SG,Singapore,隧道,214 ms,45 Mbps,5859 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,184 ms,40 Mbps,5220 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,183 ms,37 Mbps,4791 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,217 ms,31 Mbps,4068 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,145 ms,45 Mbps,5830 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,204 ms,33 Mbps,4313 kB/s
8.219.4.177,443,47.245.84.175,SG,Singapore,隧道,222 ms,100 Mbps,12800 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,175 ms,41 Mbps,5310 kB/s
8.219.205.135,443,8.222.207.55,SG,Singapore,隧道,187 ms,97 Mbps,12492 kB/s
8.222.234.215,443,8.219.96.61,SG,Singapore,隧道,191 ms,96 Mbps,12390 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,47 ms,66 Mbps,8519 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,75 ms,496 Mbps,63590 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,25 ms,120 Mbps,15462 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,190 ms,38 Mbps,4976 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,158 ms,106 Mbps,13619 kB/s
130.61.39.13,443,2603:c020:801c:9969:5536:e049:b1aa:bdf2,DE,Frankfurt,隧道,159 ms,144 Mbps,18432 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,197 ms,100 Mbps,12800 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,194 ms,52 Mbps,6781 kB/s
8.212.48.236,443,47.76.21.93,HK,Hong Kong,隧道,195 ms,99 Mbps,12697 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,197 ms,92 Mbps,11776 kB/s
152.70.51.235,443,2a0b:21c0:1007:1cb:0:c68:5dd1:5613,DE,Frankfurt,隧道,157 ms,114 Mbps,14643 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,158 ms,136 Mbps,17408 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,71 ms,47 Mbps,6034 kB/s
129.159.205.103,443,129.159.205.103,DE,Frankfurt,中转,198 ms,38 Mbps,4965 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,217 ms,80 Mbps,10240 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,29 ms,373 Mbps,47820 kB/s
130.162.144.191,443,2a09:bac5:4753:1a14::299:28,KR,Seoul,隧道,142 ms,35 Mbps,4481 kB/s
193.123.185.152,443,2a0b:21c0:100a:1b3:0:67b9:c0b2:8832,DE,Frankfurt,隧道,179 ms,70 Mbps,9049 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,182 ms,36 Mbps,4667 kB/s
144.21.33.104,443,2606:f240:f00:83a7:0:c11a:6940:5f81,US,Frankfurt,隧道,167 ms,132 Mbps,16998 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,120 ms,179 Mbps,22937 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,174 ms,40 Mbps,5188 kB/s
8.219.208.40,443,8.219.142.198,SG,Singapore,隧道,203 ms,94 Mbps,12083 kB/s
8.219.244.215,443,47.245.125.52,SG,Singapore,隧道,196 ms,96 Mbps,12288 kB/s
8.222.143.48,443,8.219.96.61,SG,Singapore,隧道,227 ms,92 Mbps,11878 kB/s
8.222.222.223,443,8.222.222.65,SG,Singapore,隧道,227 ms,64 Mbps,8291 kB/s
8.219.55.1,443,47.236.1.53,SG,Singapore,隧道,195 ms,57 Mbps,7392 kB/s
8.222.246.121,443,8.222.207.55,SG,,隧道,204 ms,50 Mbps,6452 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,172 ms,40 Mbps,5225 kB/s
8.219.118.54,443,47.245.125.52,SG,Singapore,隧道,217 ms,39 Mbps,5115 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,169 ms,45 Mbps,5832 kB/s
193.123.81.105,443,193.123.81.105,AE,Marseille,中转,274 ms,34 Mbps,4427 kB/s
8.219.101.43,443,8.222.236.107,SG,Singapore,隧道,185 ms,87 Mbps,11161 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:138,KR,Seoul,隧道,168 ms,132 Mbps,16896 kB/s
8.222.170.103,443,47.245.125.52,SG,Singapore,隧道,199 ms,97 Mbps,12492 kB/s
8.212.44.95,443,47.76.21.100,HK,Hong Kong,隧道,222 ms,73 Mbps,9380 kB/s
8.222.214.109,443,47.245.125.52,SG,Singapore,隧道,190 ms,96 Mbps,12288 kB/s
8.219.137.222,443,8.222.220.238,SG,Singapore,隧道,206 ms,96 Mbps,12288 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,163 ms,131 Mbps,16793 kB/s
8.219.241.251,443,8.222.222.65,SG,Singapore,隧道,212 ms,57 Mbps,7388 kB/s
8.222.178.195,443,8.219.142.198,SG,Singapore,隧道,199 ms,87 Mbps,11161 kB/s
8.222.248.129,443,8.222.236.107,SG,Singapore,隧道,190 ms,52 Mbps,6691 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,249 ms,15 Mbps,2011 kB/s
8.222.148.174,443,8.219.142.198,SG,Singapore,隧道,188 ms,69 Mbps,8834 kB/s
141.147.167.125,443,2602:ffe4:407:20d9:0:53fa:f4d7:ba29,SG,Singapore,隧道,323 ms,75 Mbps,9648 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,236 ms,63 Mbps,8163 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,173 ms,92 Mbps,11878 kB/s
47.57.245.232,443,47.89.249.212,US,San Jose,隧道,225 ms,1 Mbps,170 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,0 ms,0 Mbps,51 kB/s
