中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,55 ms,487 Mbps,62361 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,135 ms,5 Mbps,702 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,20 ms,83 Mbps,10649 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,49 ms,433 Mbps,55500 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,22 ms,1024 Mbps,131072 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,412 Mbps,52838 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,19 ms,26 Mbps,3417 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,482 Mbps,61747 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,275 Mbps,35225 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,229 Mbps,29388 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,111 ms,180 Mbps,23040 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,19 ms,70 Mbps,9029 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,46 ms,35 Mbps,4487 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,14 ms,95 Mbps,12185 kB/s
18.216.55.100,443,18.216.55.100,US,Indianapolis,中转,15 ms,489 Mbps,62668 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,108 ms,32 Mbps,4193 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,145 ms,179 Mbps,22937 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,296 Mbps,37990 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,3 Mbps,477 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,130 ms,161 Mbps,20684 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,57 ms,344 Mbps,44134 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,27 ms,37 Mbps,4849 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,224 Mbps,28672 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,58 ms,519 Mbps,66457 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,55 ms,536 Mbps,68710 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,64 ms,512 Mbps,65536 kB/s
152.70.49.76,443,2606:f240:f00:a683:0:6344:2a40:205d,US,Frankfurt,隧道,124 ms,174 Mbps,22323 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,66 ms,423 Mbps,54169 kB/s
47.57.245.232,443,47.89.249.212,US,San Jose,隧道,294 ms,2 Mbps,368 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,65 ms,572 Mbps,73216 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,55 ms,422 Mbps,54067 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,72 ms,48 Mbps,6201 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,142 ms,37 Mbps,4738 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,109 ms,23 Mbps,3049 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,111 ms,167 Mbps,21401 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,130 ms,155 Mbps,19865 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,219 ms,75 Mbps,9643 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,124 Mbps,15974 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,125 ms,45 Mbps,5859 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,156 Mbps,19968 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,136 ms,50 Mbps,6492 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,231 ms,2 Mbps,361 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,139 ms,39 Mbps,5045 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,128 ms,45 Mbps,5767 kB/s
138.2.115.66,443,2602:ffe4:407:21d9:0:dbea:91f:3a00,SG,Singapore,隧道,239 ms,54 Mbps,6986 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,129 ms,42 Mbps,5464 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,17 ms,77 Mbps,9950 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,236 ms,58 Mbps,7448 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::22:108,KR,Seoul,隧道,231 ms,34 Mbps,4407 kB/s
144.22.252.124,443,144.22.252.124,BR,S
