中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,10 ms,59 Mbps,7587 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,409 Mbps,52428 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,20 ms,667 Mbps,85401 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,592 Mbps,75776 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,16 ms,87 Mbps,11161 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,73 ms,397 Mbps,50892 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,142 Mbps,18227 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,75 ms,388 Mbps,49766 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,20 ms,22 Mbps,2932 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,73 ms,376 Mbps,48128 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,216 Mbps,27750 kB/s
141.144.195.62,443,98.98.156.18,DE,Frankfurt,隧道,99 ms,213 Mbps,27340 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,331 Mbps,42393 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,267 Mbps,34201 kB/s
144.22.252.124,443,144.22.252.124,BR,S
