中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,43 ms,660 Mbps,84582 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,524 Mbps,67174 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,32 ms,6 Mbps,853 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,712 Mbps,91238 kB/s
35.230.79.26,443,35.212.238.81,US,Seattle,隧道,52 ms,512 Mbps,65536 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,496 Mbps,63590 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,51 ms,544 Mbps,69734 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,57 ms,206 Mbps,26419 kB/s
35.197.23.75,443,35.212.238.81,US,Seattle,隧道,57 ms,519 Mbps,66457 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,52 ms,535 Mbps,68505 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,44 ms,580 Mbps,74342 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,188 Mbps,24064 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,49 Mbps,6332 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,228 Mbps,29286 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,145 ms,6 Mbps,813 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,184 Mbps,23654 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,137 ms,162 Mbps,20787 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,147 ms,41 Mbps,5321 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,43 Mbps,5622 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,176 ms,41 Mbps,5315 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,256 ms,3 Mbps,492 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,173 ms,102 Mbps,13107 kB/s
