中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,1304 Mbps,166912 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,7 ms,1520 Mbps,194560 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,25 ms,668 Mbps,85504 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,575 Mbps,73625 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,22 ms,200 Mbps,25702 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,32 ms,1456 Mbps,186368 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,346 Mbps,44339 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,24 ms,896 Mbps,114688 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,9 ms,781 Mbps,100044 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,190 Mbps,24371 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,67 ms,7 Mbps,905 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,187 Mbps,23961 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,43 Mbps,5576 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,124 ms,41 Mbps,5290 kB/s
144.24.85.97,443,168.107.48.201,KR,Seoul,隧道,136 ms,120 Mbps,15360 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,120 ms,205 Mbps,26316 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,155 ms,42 Mbps,5452 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,159 ms,14 Mbps,1794 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,167 ms,41 Mbps,5260 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,126 Mbps,16179 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,156 ms,109 Mbps,14028 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,100 Mbps,12902 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,184 ms,16 Mbps,2096 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,189 ms,44 Mbps,5655 kB/s
