中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac1:76c0:118::312:1c,US,Toronto,隧道,16 ms,104 Mbps,13312 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,47 Mbps,6101 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,85 ms,250 Mbps,32051 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,69 ms,64 Mbps,8250 kB/s
192.9.138.241,443,192.9.138.241,US,300 Mbps,38502 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,65 ms,360 Mbps,46182 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,87 ms,253 Mbps,32460 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,77 ms,4 Mbps,590 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,85 ms,148 Mbps,18944 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,673 Mbps,86220 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,5 ms,172 Mbps,22016 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,51 ms,416 Mbps,53350 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,128 ms,61 Mbps,7930 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,289 Mbps,37068 kB/s
35.230.79.26,443,34.168.81.122,US,Seattle,隧道,68 ms,311 Mbps,39833 kB/s
35.197.23.75,443,34.168.81.122,US,Seattle,隧道,124 ms,329 Mbps,42188 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,80 ms,44 Mbps,5748 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,88 ms,39 Mbps,5018 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,103 ms,264 Mbps,33792 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,243 Mbps,31129 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,66 ms,127 Mbps,16281 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,253 Mbps,32460 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,88 ms,314 Mbps,40243 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,54 ms,568 Mbps,72704 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,65 ms,354 Mbps,45363 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,74 ms,275 Mbps,35225 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,85 ms,44 Mbps,5661 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,84 ms,9 Mbps,1187 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,21 ms,1264 Mbps,161792 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,191 ms,248 Mbps,31846 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,49 Mbps,6366 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,92 ms,166 Mbps,21299 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,284 Mbps,36454 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,77 ms,45 Mbps,5841 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,95 ms,47 Mbps,6035 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,99 ms,45 Mbps,5824 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,80 ms,241 Mbps,30924 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,89 ms,46 Mbps,5943 kB/s
150.230.22.124,443,2a0b:21c0:100a:1b0:0:7169:23bb:9d83,DE,Frankfurt,隧道,163 ms,118 Mbps,15155 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,189 ms,72 Mbps,9329 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,202 ms,15 Mbps,2003 kB/s
129.154.223.223,443,104.28.217.212,KR,Seoul,隧道,292 ms,33 Mbps,4258 kB/s
158.180.237.227,443,158.180.237.227,IT,Milan,中转,90 ms,209 Mbps,26828 kB/s
152.70.234.188,443,152.70.234.188,KR,Seoul,中转,185 ms,34 Mbps,4387 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,264 Mbps,33792 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,118 Mbps,15155 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,185 ms,84 Mbps,10854 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,185 ms,63 Mbps,8166 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,217 ms,64 Mbps,8289 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,160 ms,30 Mbps,3883 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,212 ms,67 Mbps,8693 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::1d0:8f,US,San Jose,隧道,70 ms,78 Mbps,10035 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,383 ms,37 Mbps,4761 kB/s
129.154.59.235,443,129.154.59.235,KR,Seoul,中转,187 ms,36 Mbps,4674 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,193 ms,92 Mbps,11878 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,227 ms,0 Mbps,44 kB/s
