中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,130 ms,74 Mbps,9562 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,383 Mbps,49049 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,11 ms,1 Mbps,247 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,23 ms,1832 Mbps,234496 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,43 ms,298 Mbps,38195 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,682 Mbps,87347 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,34 ms,328 Mbps,41984 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,64 ms,692 Mbps,88678 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,23 ms,1024 Mbps,131072 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,65 ms,1528 Mbps,195584 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,89 ms,111 Mbps,14233 kB/s
47.74.13.33,443,47.74.13.33,JP,Tokyo,中转,106 ms,181 Mbps,23244 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,25 ms,56 Mbps,7191 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,34 ms,1640 Mbps,209920 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,69 ms,116 Mbps,14950 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,29 ms,1616 Mbps,206848 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,63 ms,896 Mbps,114688 kB/s
138.2.225.254,443,138.2.225.254,US,San Jose,中转,44 ms,1800 Mbps,230400 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,29 ms,451 Mbps,57753 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,184 Mbps,23654 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,42 ms,896 Mbps,114688 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,45 ms,206 Mbps,26419 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,354 Mbps,45363 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,192 ms,137 Mbps,17612 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,106 ms,0 Mbps,10 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,130 ms,46 Mbps,5905 kB/s
140.238.23.148,443,2a09:bac1:3f00:90::299:53,KR,Seoul,隧道,130 ms,42 Mbps,5458 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,146 ms,43 Mbps,5536 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,146 ms,120 Mbps,15360 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,153 ms,98 Mbps,12595 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,137 ms,124 Mbps,15974 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,105 ms,24 Mbps,3160 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,99 ms,31 Mbps,4079 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,103 ms,364 Mbps,46694 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,86 Mbps,11059 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,154 Mbps,19763 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,154 ms,42 Mbps,5385 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,71 ms,49 Mbps,6325 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,102 Mbps,13107 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,157 ms,98 Mbps,12595 kB/s
138.2.148.6,443,2a0b:21c0:100a:1fa:0:dd7c:67e0:683a,DE,Frankfurt,隧道,149 ms,90 Mbps,11571 kB/s
152.67.158.195,443,2606:f240:f00:eaf1:0:6e85:2138:8da4,US,Frankfurt,隧道,157 ms,105 Mbps,13516 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,67 ms,375 Mbps,48025 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,154 ms,102 Mbps,13107 kB/s
146.56.43.53,443,146.56.43.53,KR,Seoul,中转,130 ms,148 Mbps,18944 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,259 ms,26 Mbps,3397 kB/s
168.138.215.251,443,168.138.215.251,JP,Tokyo,中转,179 ms,38 Mbps,4984 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,148 ms,88 Mbps,11264 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,150 ms,116 Mbps,14848 kB/s
