中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,9 ms,6 Mbps,863 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,848 Mbps,108544 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,413 Mbps,52940 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,363 Mbps,46489 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,69 ms,336 Mbps,43110 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,480 Mbps,61542 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,416 Mbps,53350 kB/s
129.146.46.164,443,129.146.46.164,320 Mbps,41062 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,334 Mbps,42803 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,69 ms,347 Mbps,44441 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,69 ms,349 Mbps,44748 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,263 Mbps,33689 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,42 Mbps,5486 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,220 Mbps,28160 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,217 Mbps,27852 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,8 Mbps,1067 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,120 ms,232 Mbps,29696 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,241 Mbps,30924 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,47 Mbps,6142 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,39 Mbps,5079 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,119 Mbps,15257 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,44 Mbps,5710 kB/s
168.138.212.80,443,168.138.212.80,JP,Hong Kong,中转,165 ms,43 Mbps,5622 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,215 ms,38 Mbps,4915 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,209 ms,37 Mbps,4792 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,217 ms,33 Mbps,4269 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,244 ms,34 Mbps,4367 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,230 ms,0 Mbps,1 kB/s
