中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,17 ms,732 Mbps,93798 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,21 ms,1440 Mbps,184320 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,20 ms,436 Mbps,55910 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,39 ms,703 Mbps,90009 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,28 ms,400 Mbps,51200 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,47 ms,645 Mbps,82636 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,62 ms,7 Mbps,943 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,43 ms,491 Mbps,62873 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,412 Mbps,52736 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,43 Mbps,5542 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,119 ms,43 Mbps,5543 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,116 ms,208 Mbps,26624 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,121 ms,186 Mbps,23859 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,120 ms,49 Mbps,6299 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,139 ms,41 Mbps,5298 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,143 ms,37 Mbps,4847 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,163 Mbps,20889 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,153 ms,198 Mbps,25395 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,157 Mbps,20172 kB/s
8.219.201.245,443,47.245.114.12,SG,Singapore,隧道,191 ms,69 Mbps,8946 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,146 ms,132 Mbps,16998 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,146 ms,49 Mbps,6314 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,1224 ms,18 Mbps,2381 kB/s
