中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,816 Mbps,104448 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,901 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,368 Mbps,47104 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,68 ms,349 Mbps,44748 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,54 ms,356 Mbps,45568 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,207 Mbps,26521 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,282 Mbps,36147 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,73 ms,284 Mbps,36454 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,308 Mbps,39424 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,71 ms,338 Mbps,43315 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,274 Mbps,35123 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,82 ms,44 Mbps,5720 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,220 Mbps,28262 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,91 ms,44 Mbps,5748 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,36 Mbps,4672 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,165 ms,38 Mbps,4955 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,43 Mbps,5508 kB/s
143.47.182.90,443,163.123.193.3,DE,Munich,隧道,95 ms,115 Mbps,14745 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,217 ms,10 Mbps,1379 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,106 Mbps,13619 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,47 Mbps,6056 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,174 ms,147 Mbps,18841 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,173 ms,45 Mbps,5778 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,201 ms,32 Mbps,4140 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,219 ms,32 Mbps,4190 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,220 ms,40 Mbps,5168 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,204 ms,84 Mbps,10752 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,199 ms,37 Mbps,4832 kB/s
