中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,4 ms,621 Mbps,79564 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,21 ms,824 Mbps,105472 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,22 ms,613 Mbps,78540 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,590 Mbps,75571 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,34 ms,262 Mbps,33587 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,333 Mbps,42700 kB/s
184.169.181.217,443,184.169.181.217,US,Stockholm,中转,8 ms,133 Mbps,17100 kB/s
129.146.46.164,443,129.146.46.164,US,Marseille,中转,169 ms,258 Mbps,33075 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,149 ms,35 Mbps,4553 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,124 Mbps,15872 kB/s
144.24.200.164,443,144.24.200.164,FR,Milan,中转,152 ms,47 Mbps,6072 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,122 Mbps,15667 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,150 Mbps,19251 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,152 ms,41 Mbps,5304 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,46 Mbps,5970 kB/s
143.47.185.70,443,2606:f240:f00:46c4:0:37bf:18b:e8c8,DE,Frankfurt,隧道,167 ms,68 Mbps,8746 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,165 ms,43 Mbps,5592 kB/s
3.112.21.102,443,3.112.21.102,JP,Singapore,中转,105 ms,76 Mbps,9792 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,176 ms,29 Mbps,3792 kB/s
64.110.104.30,443,64.110.104.30,JP,Singapore,中转,120 ms,38 Mbps,4895 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,135 ms,39 Mbps,5011 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,47 Mbps,6052 kB/s
131.186.17.132,443,131.186.17.132,KR,Tokyo,中转,139 ms,49 Mbps,6355 kB/s
168.138.46.67,443,168.138.46.67,JP,Adelaide,中转,113 ms,39 Mbps,5092 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,170 ms,0 Mbps,11 kB/s
129.159.84.71,443,129.159.84.71,US,Marseille,中转,176 ms,0 Mbps,59 kB/s
