中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,325 Mbps,41676 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,42 ms,475 Mbps,60825 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,73 ms,297 Mbps,38092 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,23 ms,2 Mbps,298 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,44 ms,57 Mbps,7377 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,168 Mbps,21606 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,524 Mbps,67072 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,34 Mbps,4406 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,74 ms,345 Mbps,44236 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,65 ms,338 Mbps,43315 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,101 ms,41 Mbps,5249 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,83 ms,319 Mbps,40857 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,109 ms,258 Mbps,33075 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,250 Mbps,32051 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,19 ms,71 Mbps,9132 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,22 ms,89 Mbps,11468 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,95 ms,272 Mbps,34918 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,191 Mbps,24473 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,288 Mbps,36864 kB/s
141.148.227.212,443,2606:f240:f00:dd8d:0:78c4:2e45:ce96,US,Frankfurt,隧道,96 ms,234 Mbps,30003 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,96 ms,47 Mbps,6023 kB/s
141.148.230.93,443,98.98.166.178,US,Frankfurt,隧道,115 ms,228 Mbps,29286 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,227 Mbps,29081 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,99 ms,45 Mbps,5831 kB/s
152.70.61.187,443,2a0b:21c0:1007:1c7:0:3ab:7a32:8833,DE,Frankfurt,隧道,128 ms,129 Mbps,16588 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,129 ms,37 Mbps,4827 kB/s
144.22.252.124,443,144.22.252.124,BR,S
