中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,69 ms,327 Mbps,41881 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,29 ms,2 Mbps,309 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,69 ms,392 Mbps,50176 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,263 Mbps,33689 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,365 Mbps,46796 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,51 Mbps,6588 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,300 Mbps,38502 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,60 ms,383 Mbps,49049 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,443 Mbps,56729 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,270 Mbps,34611 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,70 ms,304 Mbps,39014 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,227 Mbps,29081 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,43 Mbps,5514 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,105 Mbps,13516 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,34 Mbps,4469 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,45 Mbps,5766 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,164 ms,42 Mbps,5378 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,34 Mbps,4365 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,20 Mbps,2604 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,211 ms,70 Mbps,9051 kB/s
8.219.88.129,443,8.219.142.198,SG,Singapore,隧道,244 ms,56 Mbps,7239 kB/s
