中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,67 ms,531 Mbps,67993 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,19 ms,74 Mbps,9535 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,82 ms,300 Mbps,38502 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,42 ms,936 Mbps,119808 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,11 ms,673 Mbps,86220 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,426 Mbps,54579 kB/s
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,51 ms,480 Mbps,61542 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,108 ms,36 Mbps,4693 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,194 ms,91 Mbps,11673 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,64 ms,383 Mbps,49049 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,37 ms,4 Mbps,547 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,55 ms,529 Mbps,67788 kB/s
158.101.209.113,443,2a0b:21c0:1007:cb:0:68e2:36ac:5842,DE,Frankfurt,隧道,117 ms,196 Mbps,25088 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,47 ms,51 Mbps,6539 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,464 Mbps,59494 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,36 ms,55 Mbps,7107 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,32 ms,34 Mbps,4456 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,57 ms,406 Mbps,52019 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,126 ms,8 Mbps,1071 kB/s
141.144.207.131,443,98.98.156.6,DE,Frankfurt,隧道,116 ms,172 Mbps,22118 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,27 ms,47 Mbps,6110 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,66 ms,406 Mbps,52019 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,72 ms,458 Mbps,58675 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,221 Mbps,28364 kB/s
132.226.132.131,443,2a0b:21c0:1007:1ca:0:92b:12ac:6a77,DE,Frankfurt,隧道,154 ms,166 Mbps,21299 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,176 Mbps,22630 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,121 ms,49 Mbps,6317 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,67 ms,366 Mbps,46899 kB/s
