中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,944 Mbps,120832 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,67 ms,439 Mbps,56217 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,453 Mbps,58060 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,67 ms,426 Mbps,54579 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,26 ms,592 Mbps,75776 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,81 ms,476 Mbps,61030 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::c:344,US,Los Angeles,隧道,53 ms,56 Mbps,7174 kB/s
129.146.46.164,443,129.146.46.164,US,248 Mbps,31846 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,427 Mbps,54681 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,55 ms,387 Mbps,49561 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,51 ms,352 Mbps,45158 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,54 ms,569 Mbps,72908 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,50 ms,52 Mbps,6758 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,402 Mbps,51507 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,43 ms,61 Mbps,7847 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,51 ms,480 Mbps,61440 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,59 ms,52 Mbps,6673 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,356 Mbps,45568 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,64 ms,155 Mbps,19865 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,147 Mbps,18841 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,69 ms,1 Mbps,150 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,133 ms,194 Mbps,24883 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,64 ms,424 Mbps,54374 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,100 ms,196 Mbps,25088 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,54 ms,40 Mbps,5188 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,129 ms,229 Mbps,29388 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,132 ms,41 Mbps,5331 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,102 ms,120 Mbps,15462 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,11 ms,600 Mbps,76800 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,168 Mbps,21504 kB/s
138.2.237.246,443,138.2.237.246,US,San Jose,中转,95 ms,43 Mbps,5598 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,130 ms,83 Mbps,10649 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,121 ms,174 Mbps,22323 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,140 ms,200 Mbps,25702 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,98 ms,42 Mbps,5441 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,140 ms,211 Mbps,27033 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,119 ms,33 Mbps,4254 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,207 ms,82 Mbps,10547 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,212 ms,84 Mbps,10854 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,127 ms,216 Mbps,27750 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,210 ms,40 Mbps,5160 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,152 ms,191 Mbps,24473 kB/s
152.67.44.30,443,152.67.44.30,BR,S
