中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,856 Mbps,109568 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,848 Mbps,108544 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,67 ms,394 Mbps,50483 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,98 ms,400 Mbps,51200 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,259 Mbps,33177 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,510 Mbps,65331 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,220 Mbps,28262 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,3 ms,72 Mbps,9243 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,14 ms,66 Mbps,8507 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,74 ms,410 Mbps,52531 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,68 ms,412 Mbps,52838 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,76 ms,48 Mbps,6169 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,86 ms,224 Mbps,28672 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,8 ms,25 Mbps,3220 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,104 ms,294 Mbps,37683 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,244 Mbps,31334 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,94 ms,324 Mbps,41472 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,81 ms,180 Mbps,23040 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,69 ms,324 Mbps,41574 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,273 Mbps,35020 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,43 Mbps,5516 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,84 ms,283 Mbps,36249 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,41 Mbps,5326 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,64 ms,44 Mbps,5677 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,96 ms,43 Mbps,5580 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,212 Mbps,27238 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,132 ms,143 Mbps,18329 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,85 ms,47 Mbps,6059 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,93 ms,8 Mbps,1052 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,128 Mbps,16384 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,206 ms,92 Mbps,11776 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,233 ms,2 Mbps,278 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,205 ms,100 Mbps,12800 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,220 ms,34 Mbps,4396 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,238 ms,36 Mbps,4718 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,224 ms,78 Mbps,10035 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,211 ms,86 Mbps,11059 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,187 ms,88 Mbps,11366 kB/s
130.162.144.191,443,2a09:bac1:3f40::299:44,KR,Seoul,隧道,211 ms,35 Mbps,4494 kB/s
158.180.74.63,443,2602:ffe4:407:21d9:0:1ad7:51d1:c941,SG,Singapore,隧道,264 ms,55 Mbps,7053 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,235 ms,61 Mbps,7849 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,237 ms,33 Mbps,4319 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,36 Mbps,4717 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,239 ms,22 Mbps,2830 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,255 ms,34 Mbps,4383 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,235 ms,2 Mbps,289 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,219 ms,1 Mbps,171 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,242 ms,45 Mbps,5860 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,282 ms,24 Mbps,3117 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,197 ms,16 Mbps,2141 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,263 ms,0 Mbps,15 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,202 ms,18 Mbps,2322 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,85 ms,47 Mbps,6095 kB/s
