中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,392 Mbps,50278 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,28 ms,888 Mbps,113664 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,28 ms,1176 Mbps,150528 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,37 ms,547 Mbps,70041 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,57 ms,50 Mbps,6509 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,15 ms,628 Mbps,80486 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,39 ms,583 Mbps,74649 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,18 ms,864 Mbps,110592 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,43 ms,540 Mbps,69222 kB/s
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,38 ms,611 Mbps,78233 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,60 ms,3 Mbps,390 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,82 ms,282 Mbps,36147 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,110 ms,49 Mbps,6301 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,117 ms,234 Mbps,30003 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,37 Mbps,4841 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,137 Mbps,17612 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,46 Mbps,5976 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,147 ms,139 Mbps,17817 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,145 ms,9 Mbps,1240 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,131 ms,45 Mbps,5762 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,177 ms,40 Mbps,5177 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,177 ms,37 Mbps,4823 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,163 ms,1 Mbps,132 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,157 ms,13 Mbps,1720 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,23 Mbps,3060 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,175 ms,44 Mbps,5718 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,137 ms,38 Mbps,4877 kB/s
