中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,488 Mbps,62464 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,872 Mbps,111616 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,284 Mbps,36454 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,51 ms,512 Mbps,65638 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,55 ms,475 Mbps,60825 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,29 ms,59 Mbps,7632 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,60 ms,491 Mbps,62873 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,77 ms,455 Mbps,58265 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,49 Mbps,6307 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,410 Mbps,52531 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,385 Mbps,49356 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,498 Mbps,63795 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,85 ms,251 Mbps,32153 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,182 Mbps,23347 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,59 ms,381 Mbps,48844 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,502 Mbps,64307 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,34 ms,1 Mbps,234 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,75 ms,352 Mbps,45158 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,135 ms,174 Mbps,22323 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,58 ms,13 Mbps,1696 kB/s
130.61.23.77,443,130.61.23.77,DE,169 Mbps,21708 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,187 Mbps,23961 kB/s
150.230.115.129,443,2a0b:21c0:100a:1b0:0:d69b:482e:ed88,DE,Frankfurt,隧道,116 ms,165 Mbps,21196 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,109 ms,5 Mbps,726 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,115 ms,38 Mbps,4864 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,55 ms,407 Mbps,52121 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,118 ms,51 Mbps,6548 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,171 ms,108 Mbps,13926 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,57 ms,564 Mbps,72294 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,17 ms,47 Mbps,6122 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,139 ms,187 Mbps,23961 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,130 ms,46 Mbps,5979 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,164 Mbps,21094 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,135 ms,39 Mbps,5080 kB/s
158.101.192.178,443,2a0b:21c0:100a:1b1:0:b406:d593:666f,DE,Frankfurt,隧道,108 ms,175 Mbps,22425 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,57 ms,578 Mbps,74035 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,174 ms,5 Mbps,652 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,131 ms,37 Mbps,4799 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,185 ms,128 Mbps,16384 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,207 Mbps,26521 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,141 ms,159 Mbps,20377 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,22 ms,45 Mbps,5776 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,218 ms,2 Mbps,274 kB/s
141.144.197.160,443,2606:f240:f00:dd8d:0:9974:4ed5:903b,US,Frankfurt,隧道,130 ms,172 Mbps,22016 kB/s
193.123.56.90,443,163.123.193.23,DE,Frankfurt,隧道,142 ms,179 Mbps,22937 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,137 ms,144 Mbps,18534 kB/s
141.144.195.62,443,98.98.166.186,US,Frankfurt,隧道,138 ms,201 Mbps,25804 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,217 ms,42 Mbps,5388 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,225 ms,63 Mbps,8085 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,40 ms,68 Mbps,8820 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,127 ms,28 Mbps,3654 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,123 ms,188 Mbps,24064 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,182 ms,97 Mbps,12492 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,206 ms,100 Mbps,12800 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,139 ms,43 Mbps,5623 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,141 ms,41 Mbps,5370 kB/s
130.162.144.191,443,2a09:bac5:4757:1482::20b:63,KR,Seoul,隧道,254 ms,35 Mbps,4554 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,53 ms,572 Mbps,73216 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,109 ms,48 Mbps,6219 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,186 ms,41 Mbps,5285 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,160 ms,143 Mbps,18329 kB/s
158.101.204.8,443,2a0b:21c0:1007:1c9:0:cfce:191e:ab57,DE,Frankfurt,隧道,107 ms,209 Mbps,26828 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,201 ms,87 Mbps,11161 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,217 ms,2 Mbps,356 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,249 ms,61 Mbps,7932 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,213 ms,37 Mbps,4832 kB/s
152.70.54.161,443,2a0b:21c0:1007:1ca:0:663e:938a:201a,DE,Frankfurt,隧道,126 ms,205 Mbps,26316 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,191 ms,98 Mbps,12595 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,227 ms,65 Mbps,8409 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,202 ms,28 Mbps,3632 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,142 ms,60 Mbps,7720 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,208 ms,84 Mbps,10854 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,257 ms,69 Mbps,8952 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,238 ms,70 Mbps,9020 kB/s
8.212.48.236,443,47.76.21.97,HK,Hong Kong,隧道,292 ms,65 Mbps,8420 kB/s
149.129.8.215,443,47.254.87.121,3 Mbps,507 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,234 ms,66 Mbps,8530 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,232 ms,30 Mbps,3922 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,363 ms,35 Mbps,4559 kB/s
