中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,604 Mbps,77414 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,389 Mbps,49868 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,52 ms,430 Mbps,55091 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,64 ms,498 Mbps,63795 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,50 ms,316 Mbps,40550 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,68 ms,228 Mbps,29286 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,374 Mbps,47923 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,164 Mbps,20992 kB/s
193.123.38.223,443,2606:f240:f00:dd8d:0:3dd2:fadf:bc85,DE,Frankfurt,隧道,126 ms,154 Mbps,19763 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,142 ms,124 Mbps,15872 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,125 ms,41 Mbps,5357 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,147 ms,144 Mbps,18432 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,45 Mbps,5885 kB/s
168.138.46.67,443,168.138.46.67,JP,Tokyo,中转,145 ms,45 Mbps,5838 kB/s
152.70.62.177,443,2606:f240:f00:6acf:0:8ac9:98f8:d63,DE,Frankfurt,隧道,123 ms,163 Mbps,20889 kB/s
64.110.104.30,443,64.110.104.30,JP,Hong Kong,中转,147 ms,44 Mbps,5689 kB/s
184.169.181.217,443,184.169.181.217,US,Paris,中转,49 ms,119 Mbps,15257 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,131 ms,43 Mbps,5596 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,206 ms,37 Mbps,4822 kB/s
158.180.89.154,443,2602:ffe4:407:20d9:0:400:b01e:bdf0,SG,Singapore,隧道,223 ms,54 Mbps,7004 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,33 Mbps,4278 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,209 ms,74 Mbps,9508 kB/s
131.186.17.132,443,131.186.17.132,KR,Hong Kong,中转,176 ms,36 Mbps,4621 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,205 ms,14 Mbps,1897 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,200 ms,0 Mbps,42 kB/s
168.138.212.80,443,168.138.212.80,JP,Los Angeles,中转,212 ms,31 Mbps,4085 kB/s
129.159.84.71,443,129.159.84.71,US,Amsterdam,中转,137 ms,0 Mbps,45 kB/s
150.230.7.216,443,150.230.7.216,JP,Paris,中转,140 ms,35 Mbps,4494 kB/s
64.110.75.145,443,64.110.75.145,KR,Frankfurt,中转,177 ms,81 Mbps,10444 kB/s
