中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Newark,中转,8 ms,45 Mbps,5785 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,535 Mbps,68505 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,682 Mbps,87347 kB/s
35.197.23.75,443,35.212.219.103,US,Seattle,隧道,86 ms,332 Mbps,42598 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,281 Mbps,36044 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,244 Mbps,31334 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,88 ms,219 Mbps,28057 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,82 ms,394 Mbps,50483 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,13 ms,33 Mbps,4278 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,295 Mbps,37785 kB/s
129.146.7.98,443,2a09:bac5:60ea:183c::26a:b4,US,Los Angeles,隧道,71 ms,82 Mbps,10547 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,62 ms,376 Mbps,48128 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,234 Mbps,30003 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,79 ms,471 Mbps,60313 kB/s
35.230.79.26,443,35.212.219.103,US,Seattle,隧道,86 ms,241 Mbps,30924 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,222 Mbps,28467 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,77 ms,357 Mbps,45772 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,388 Mbps,49766 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,95 ms,10 Mbps,1359 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,107 ms,324 Mbps,41574 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,232 Mbps,29696 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,100 ms,37 Mbps,4836 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,43 Mbps,5627 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,170 ms,112 Mbps,14336 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,101 ms,26 Mbps,3434 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,85 ms,19 Mbps,2539 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,102 ms,33 Mbps,4341 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,32 Mbps,4214 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,146 Mbps,18739 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,222 ms,2 Mbps,319 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,219 ms,84 Mbps,10752 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,205 ms,108 Mbps,13824 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,181 ms,84 Mbps,10752 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,8 Mbps,1117 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,135 ms,0 Mbps,68 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,265 ms,9 Mbps,1278 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,215 ms,0 Mbps,99 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,3 Mbps,454 kB/s
150.230.107.89,443,2602:ffe4:407:21d9:0:a112:30a4:1a42,SG,Singapore,隧道,264 ms,73 Mbps,9360 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,222 ms,1 Mbps,212 kB/s
130.162.144.191,443,2a09:bac5:4733:1a14::299:6a,KR,Seoul,隧道,207 ms,16 Mbps,2049 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,254 ms,19 Mbps,2472 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,226 ms,37 Mbps,4818 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,250 ms,2 Mbps,284 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,219 ms,31 Mbps,4037 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,215 ms,3 Mbps,477 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,238 ms,16 Mbps,2164 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,233 ms,26 Mbps,3385 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,0 ms,78 Mbps,10035 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,0 ms,2 Mbps,295 kB/s
