中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,698 Mbps,89395 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,12 ms,2272 Mbps,290816 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,323 Mbps,41369 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,25 ms,968 Mbps,123904 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,17 ms,298 Mbps,38195 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,26 ms,968 Mbps,123904 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,4 ms,454 Mbps,58163 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,21 ms,1000 Mbps,128000 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,372 Mbps,47616 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,225 Mbps,28876 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,85 ms,1 Mbps,223 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,127 ms,26 Mbps,3341 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,42 Mbps,5414 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,153 ms,157 Mbps,20172 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,124 Mbps,15974 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,143 ms,47 Mbps,6031 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,173 ms,0 Mbps,90 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,153 ms,129 Mbps,16588 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,167 ms,31 Mbps,4019 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,162 ms,37 Mbps,4818 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,192 ms,13 Mbps,1690 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,155 ms,128 Mbps,16486 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,179 ms,41 Mbps,5338 kB/s
