中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,956 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,700 Mbps,89600 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,8 ms,70 Mbps,9041 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,377 Mbps,48332 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,67 ms,389 Mbps,49868 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,23 Mbps,2954 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,69 ms,342 Mbps,43827 kB/s
35.197.23.75,443,35.212.208.156,US,Seattle,隧道,73 ms,337 Mbps,43212 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,256 Mbps,32870 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,228 Mbps,29286 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,257 Mbps,32972 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,384 Mbps,49152 kB/s
158.178.149.159,443,2606:f240:f00:eaf1:0:edc9:7559:d46d,US,Frankfurt,隧道,91 ms,200 Mbps,25702 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,231 Mbps,29593 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,88 ms,42 Mbps,5468 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,46 Mbps,5927 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,38 Mbps,4956 kB/s
35.230.79.26,443,35.212.208.156,US,Seattle,隧道,69 ms,256 Mbps,32768 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,207 ms,35 Mbps,4583 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,33 Mbps,4312 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,189 ms,87 Mbps,11161 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,179 ms,35 Mbps,4520 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,178 ms,113 Mbps,14540 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,215 ms,30 Mbps,3861 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,34 Mbps,4365 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,229 ms,60 Mbps,7723 kB/s
8.219.1.169,443,8.219.1.169,SG,Hong Kong,中转,240 ms,2 Mbps,292 kB/s
