中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,551 Mbps,70553 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,87 ms,291 Mbps,37273 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,19 ms,35 Mbps,4583 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,692 Mbps,88576 kB/s
129.146.7.98,443,2a09:bac5:60ea:78::c:35e,US,Los Angeles,隧道,66 ms,71 Mbps,9117 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,33 ms,722 Mbps,92467 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,272 Mbps,34918 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,222 Mbps,28467 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,48 ms,662 Mbps,84787 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,69 ms,13 Mbps,1768 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,76 ms,300 Mbps,38502 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,108 ms,122 Mbps,15667 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,81 ms,296 Mbps,37990 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,47 Mbps,6132 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,48 Mbps,6164 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,239 Mbps,30617 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,72 ms,388 Mbps,49766 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,111 ms,232 Mbps,29696 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,78 ms,375 Mbps,48025 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,228 Mbps,29184 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,268 Mbps,34406 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,93 ms,45 Mbps,5813 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,76 ms,291 Mbps,37273 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,213 Mbps,27340 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,73 ms,265 Mbps,33996 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,99 ms,235 Mbps,30105 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,178 ms,112 Mbps,14438 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,87 ms,372 Mbps,47718 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,223 ms,38 Mbps,4923 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,87 ms,231 Mbps,29593 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,72 ms,1 Mbps,199 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,87 ms,29 Mbps,3792 kB/s
158.101.218.130,443,2a0b:21c0:100a:1b5:0:3b32:14ce:9d1c,DE,Frankfurt,隧道,150 ms,266 Mbps,34099 kB/s
