中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.236.101,443,198.23.236.101,US,San Jose,中转,73 ms,297 Mbps,38092 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,87 ms,140 Mbps,17920 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,43 ms,534 Mbps,68403 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,68 ms,395 Mbps,50585 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,10 ms,66 Mbps,8453 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,48 ms,527 Mbps,67481 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,5 ms,110 Mbps,14131 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,85 ms,345 Mbps,44236 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,261 Mbps,33484 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,429 Mbps,54988 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,88 ms,321 Mbps,41164 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,93 ms,298 Mbps,38195 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,21 ms,377 Mbps,48332 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,25 Mbps,3202 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,114 ms,240 Mbps,30822 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,247 Mbps,31641 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,99 ms,339 Mbps,43417 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,79 ms,456 Mbps,58470 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,90 ms,55 Mbps,7138 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,61 ms,48 Mbps,6161 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,22 ms,55 Mbps,7057 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,82 ms,132 Mbps,16998 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,64 ms,451 Mbps,57753 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,212 Mbps,27136 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,280 Mbps,35840 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,75 ms,47 Mbps,6026 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,129 ms,234 Mbps,30003 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,106 ms,230 Mbps,29491 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,134 ms,41 Mbps,5275 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,93 ms,92 Mbps,11776 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,102 ms,41 Mbps,5281 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,98 ms,45 Mbps,5849 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,115 ms,238 Mbps,30515 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,117 ms,44 Mbps,5655 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,112 ms,116 Mbps,14848 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,224 ms,29 Mbps,3756 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,193 ms,122 Mbps,15667 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,182 ms,86 Mbps,11059 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,190 ms,85 Mbps,10956 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,232 ms,62 Mbps,7999 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,198 ms,31 Mbps,4045 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,31 ms,314 Mbps,40243 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,219 ms,31 Mbps,3968 kB/s
152.70.249.67,443,2603:c022:8002:8700:556:6ae2:e4b0:4241,KR,Seoul,隧道,242 ms,83 Mbps,10649 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,216 ms,30 Mbps,3876 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,265 kB/s
