中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,580 Mbps,74342 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,216 Mbps,27750 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,213 Mbps,27340 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,129 ms,170 Mbps,21811 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,286 Mbps,36659 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,266 Mbps,34099 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,18 ms,773 Mbps,99020 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,476 Mbps,61030 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,59 ms,8 Mbps,1068 kB/s
158.101.193.246,443,2606:f240:f00:dd8d:0:5dec:4797:4e9c,US,Frankfurt,隧道,143 ms,142 Mbps,18227 kB/s
129.146.46.164,443,129.146.46.164,US,241 Mbps,30924 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,269 Mbps,34508 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,88 ms,824 Mbps,105472 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,352 Mbps,45158 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,84 Mbps,10752 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,160 Mbps,20582 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,372 Mbps,47616 kB/s
152.67.44.30,443,152.67.44.30,BR,S
