中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,655 Mbps,83865 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,22 ms,513 Mbps,65740 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,83 ms,49 Mbps,6389 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,72 ms,328 Mbps,41984 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,44 ms,456 Mbps,58368 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,84 ms,300 Mbps,38400 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,232 Mbps,29798 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,258 Mbps,33075 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,96 ms,348 Mbps,44544 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,96 ms,316 Mbps,40550 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,330 Mbps,42291 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,93 ms,236 Mbps,30310 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,91 ms,392 Mbps,50176 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,105 ms,269 Mbps,34508 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,91 ms,311 Mbps,39833 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,316 Mbps,40448 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,92 ms,349 Mbps,44748 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,44 Mbps,5694 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,66 ms,48 Mbps,6253 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,93 ms,101 Mbps,13004 kB/s
