中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,2 ms,1136 Mbps,145408 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,10 ms,348 Mbps,44544 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,20 ms,29 Mbps,3839 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,605 Mbps,77516 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,83 ms,896 Mbps,114688 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,35 ms,315 Mbps,40345 kB/s
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,25 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,40 ms,912 Mbps,116736 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,62 ms,388 Mbps,49766 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,2 ms,824 Mbps,105472 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,26 ms,448 Mbps,57446 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,19 ms,59 Mbps,7601 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,42 ms,650 Mbps,83251 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,62 ms,334 Mbps,42803 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,21 ms,56 Mbps,7181 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,192 Mbps,24576 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,159 ms,117 Mbps,15052 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,77 ms,51 Mbps,6550 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,73 ms,414 Mbps,53043 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,164 ms,169 Mbps,21708 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,128 Mbps,16486 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,166 ms,46 Mbps,5889 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,159 ms,47 Mbps,6021 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,152 ms,176 Mbps,22528 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,126 ms,181 Mbps,23244 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,120 Mbps,15462 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,171 ms,136 Mbps,17408 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,122 Mbps,15667 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,164 ms,47 Mbps,6095 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,177 ms,139 Mbps,17817 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,36 Mbps,4690 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,44 Mbps,5675 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,187 ms,41 Mbps,5354 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,161 ms,39 Mbps,5018 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,43 Mbps,5515 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,162 ms,19 Mbps,2556 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,174 ms,20 Mbps,2582 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,138 ms,145 Mbps,18636 kB/s
158.101.202.140,443,2a0b:21c0:100a:1b5:0:eeef:f1e0:9122,DE,Frankfurt,隧道,160 ms,76 Mbps,9850 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,158 ms,114 Mbps,14643 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,193 ms,3 Mbps,417 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,169 ms,108 Mbps,13824 kB/s
130.162.144.191,443,2a09:bac5:4732:1482::20b:8c,KR,Seoul,隧道,137 ms,39 Mbps,4995 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,192 ms,39 Mbps,5055 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,159 ms,23 Mbps,3070 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,134 ms,118 Mbps,15155 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,188 ms,38 Mbps,4869 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,174 ms,42 Mbps,5394 kB/s
152.70.56.11,443,2a0b:21c0:100a:1b5:0:ff8a:617f:2148,DE,Frankfurt,隧道,179 ms,109 Mbps,14028 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,182 ms,62 Mbps,7986 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,170 ms,4 Mbps,512 kB/s
168.138.149.17,443,168.138.149.17,BR,S
