中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,28 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,35 ms,398 Mbps,50995 kB/s
129.146.46.164,443,129.146.46.164,333 Mbps,42700 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,37 ms,588 Mbps,75366 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,29 ms,659 Mbps,84377 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,34 ms,644 Mbps,82432 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,53 ms,7 Mbps,942 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,39 ms,652 Mbps,83558 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,44 ms,530 Mbps,67891 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,46 ms,426 Mbps,54579 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,126 ms,42 Mbps,5453 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,128 ms,40 Mbps,5137 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,139 ms,40 Mbps,5135 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,127 ms,42 Mbps,5492 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,195 Mbps,24985 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,132 ms,132 Mbps,16896 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,135 ms,165 Mbps,21196 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,130 ms,142 Mbps,18227 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,127 ms,47 Mbps,6057 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,163 ms,48 Mbps,6169 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,201 ms,32 Mbps,4212 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,136 ms,45 Mbps,5828 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,164 ms,2 Mbps,307 kB/s
