中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,44 Mbps,5651 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,33 ms,71 Mbps,9124 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::1bd:d5,US,Los Angeles,隧道,64 ms,68 Mbps,8742 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,128 ms,366 Mbps,46899 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,62 ms,690 Mbps,88371 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,86 ms,305 Mbps,39116 kB/s
129.159.27.234,443,2a0b:21c0:100a:1b0:0:8e71:2bc2:6f81,DE,Frankfurt,隧道,93 ms,131 Mbps,16793 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,87 ms,394 Mbps,50483 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,82 ms,42 Mbps,5438 kB/s
35.230.79.26,443,34.168.0.3,US,Seattle,隧道,88 ms,361 Mbps,46284 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,78 ms,7 Mbps,927 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,7 ms,6 Mbps,885 kB/s
35.197.23.75,443,34.168.0.3,US,Seattle,隧道,69 ms,390 Mbps,49971 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,55 ms,496 Mbps,63590 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,233 Mbps,29900 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,120 ms,211 Mbps,27033 kB/s
141.144.239.7,443,2a0b:21c0:100a:1b6:0:6ac4:dc48:1f77,DE,Frankfurt,隧道,98 ms,116 Mbps,14950 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,98 ms,232 Mbps,29798 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,271 Mbps,34713 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,259 Mbps,33177 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,140 Mbps,18022 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,95 ms,47 Mbps,6072 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,86 ms,290 Mbps,37171 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,290 Mbps,37171 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,93 ms,218 Mbps,27955 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,495 Mbps,63385 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,126 ms,204 Mbps,26214 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,82 ms,256 Mbps,32768 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,67 ms,309 Mbps,39628 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,91 ms,44 Mbps,5661 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,93 ms,288 Mbps,36966 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,188 Mbps,24166 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,104 ms,42 Mbps,5464 kB/s
152.70.181.162,443,2a0b:21c0:100a:1b5:0:ec54:7b79:fe44,DE,Frankfurt,隧道,96 ms,217 Mbps,27852 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,48 Mbps,6148 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,67 ms,43 Mbps,5575 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,295 Mbps,37785 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,70 ms,45 Mbps,5778 kB/s
193.123.191.88,443,2a0b:21c0:1007:ca:0:7387:4bb4:3d11,DE,Frankfurt,隧道,100 ms,178 Mbps,22835 kB/s
144.22.252.124,443,144.22.252.124,BR,S
