中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,63 Mbps,8108 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,17 ms,1664 Mbps,212992 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,14 ms,623 Mbps,79769 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,920 Mbps,117760 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,13 ms,70 Mbps,9072 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,599 Mbps,76697 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,272 Mbps,34816 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,83 ms,304 Mbps,39014 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,242 Mbps,31027 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,71 ms,345 Mbps,44236 kB/s
158.101.217.62,443,2a0b:21c0:1007:1cb:0:4004:4de5:6aa,DE,Frankfurt,隧道,99 ms,229 Mbps,29388 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,232 Mbps,29798 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,236 Mbps,30208 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,233 Mbps,29900 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,382 Mbps,48947 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,46 Mbps,5986 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,97 ms,6 Mbps,780 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,45 Mbps,5818 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,286 Mbps,36659 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,76 ms,295 Mbps,37785 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,88 ms,40 Mbps,5197 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,250 Mbps,32051 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,75 ms,45 Mbps,5879 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,44 Mbps,5742 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,92 ms,301 Mbps,38604 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,92 ms,46 Mbps,5915 kB/s
152.70.52.84,443,2a0b:21c0:1007:1cb:0:443d:4b18:d0,DE,Frankfurt,隧道,91 ms,260 Mbps,33382 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,144 Mbps,18432 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,208 ms,84 Mbps,10854 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,23 Mbps,3026 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,180 ms,117 Mbps,15052 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,193 ms,41 Mbps,5305 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,165 ms,148 Mbps,19046 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,28 Mbps,3589 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,206 ms,72 Mbps,9255 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,211 ms,36 Mbps,4668 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,215 ms,36 Mbps,4679 kB/s
130.162.144.191,443,2a09:bac1:3f20::20b:7a,KR,Seoul,隧道,196 ms,37 Mbps,4781 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,234 ms,39 Mbps,5013 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,232 ms,82 Mbps,10547 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,221 ms,2 Mbps,358 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,223 ms,52 Mbps,6741 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,237 ms,3 Mbps,502 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,187 ms,30 Mbps,3943 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,205 ms,18 Mbps,2393 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,226 ms,2 Mbps,266 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,296 ms,0 Mbps,13 kB/s
