中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,26 ms,486 Mbps,62259 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::1bd:d6,US,Los Angeles,隧道,27 ms,89 Mbps,11468 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,25 ms,984 Mbps,125952 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,6 ms,592 Mbps,75878 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,31 ms,928 Mbps,118784 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,7 ms,1496 Mbps,191488 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,26 ms,1288 Mbps,164864 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,29 ms,1000 Mbps,128000 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,9 ms,589 Mbps,75468 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,27 ms,1136 Mbps,145408 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,11 ms,888 Mbps,113664 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,2 ms,684 Mbps,87552 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,31 ms,79 Mbps,10137 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,13 ms,163 Mbps,20889 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,24 Mbps,3114 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,7 ms,4 Mbps,564 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,41 ms,1096 Mbps,140288 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,658 Mbps,84275 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,76 ms,377 Mbps,48332 kB/s
129.146.251.53,443,2603:c020:d:2b01:cdfa:999a:db14:e7e8,US,Los Angeles,隧道,24 ms,864 Mbps,110592 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,14 ms,90 Mbps,11571 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::4:2f0,US,San Jose,隧道,20 ms,228 Mbps,29286 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,134 ms,201 Mbps,25804 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,31 ms,449 Mbps,57548 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,31 ms,333 Mbps,42700 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,60 ms,404 Mbps,51712 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,13 ms,332 Mbps,42598 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,105 Mbps,13516 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,70 ms,332 Mbps,42496 kB/s
129.154.50.220,443,129.154.50.220,KR,121 Mbps,15564 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,153 ms,86 Mbps,11059 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,157 ms,120 Mbps,15462 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,177 ms,116 Mbps,14848 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,191 ms,132 Mbps,16896 kB/s
