中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,43 ms,529 Mbps,67788 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,67 ms,376 Mbps,48128 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,235 Mbps,30105 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,79 ms,238 Mbps,30515 kB/s
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,83 ms,334 Mbps,42803 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,112 Mbps,14336 kB/s
129.146.46.164,443,129.146.46.164,US,280 Mbps,35942 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,72 ms,301 Mbps,38604 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,93 ms,30 Mbps,3897 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,11 ms,800 Mbps,102400 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,93 ms,45 Mbps,5827 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,13 ms,34 Mbps,4455 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,640 Mbps,81920 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,28 Mbps,3644 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,122 ms,14 Mbps,1798 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,368 Mbps,47104 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,126 ms,25 Mbps,3256 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,252 Mbps,32358 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,114 ms,203 Mbps,26009 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,203 Mbps,26009 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,84 ms,296 Mbps,37888 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,75 ms,316 Mbps,40550 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,76 Mbps,9775 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,68 ms,308 Mbps,39424 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,250 Mbps,32051 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,49 Mbps,6364 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,109 ms,332 Mbps,42598 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,103 ms,96 Mbps,12390 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,69 ms,48 Mbps,6248 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,283 Mbps,36249 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,104 ms,48 Mbps,6260 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,103 ms,48 Mbps,6232 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,74 ms,302 Mbps,38707 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,86 ms,263 Mbps,33689 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,69 ms,348 Mbps,44544 kB/s
141.147.60.82,443,2a0b:21c0:1007:1cb:0:2829:38f7:2e4e,DE,Frankfurt,隧道,105 ms,138 Mbps,17715 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,130 ms,46 Mbps,5969 kB/s
168.138.149.17,443,168.138.149.17,BR,S
