中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,74 ms,9 Mbps,1199 kB/s
35.197.23.75,443,35.185.254.49,US,Seattle,隧道,44 ms,904 Mbps,115712 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,7 ms,105 Mbps,13516 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,56 ms,60 Mbps,7684 kB/s
35.230.79.26,443,35.185.254.49,US,Seattle,隧道,38 ms,904 Mbps,115712 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,12 ms,1808 Mbps,231424 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,1328 Mbps,169984 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,3 ms,516 Mbps,66150 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,26 ms,1256 Mbps,160768 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,314 Mbps,40243 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,646 Mbps,82739 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,6 ms,1368 Mbps,175104 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,13 ms,1512 Mbps,193536 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,32 ms,77 Mbps,9879 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,109 Mbps,14028 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,408 Mbps,52326 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,65 ms,398 Mbps,50995 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,131 ms,137 Mbps,17612 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,171 ms,81 Mbps,10444 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,77 ms,126 Mbps,16179 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::1bd:fb,US,Los Angeles,隧道,20 ms,55 Mbps,7066 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,205 ms,140 Mbps,17920 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,141 ms,118 Mbps,15155 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,137 ms,360 Mbps,46080 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,153 ms,39 Mbps,5119 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,264 Mbps,33792 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,129 ms,129 Mbps,16588 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,149 ms,38 Mbps,4952 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,158 ms,99 Mbps,12697 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,28 ms,67 Mbps,8629 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,190 ms,110 Mbps,14131 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,184 ms,13 Mbps,1767 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:100,KR,Seoul,隧道,130 ms,118 Mbps,15155 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,96 Mbps,12390 kB/s
168.138.209.31,443,2a09:bac5:442a:dc::16:16a,JP,Tokyo,隧道,160 ms,30 Mbps,3857 kB/s
138.2.131.65,443,2606:f240:f00:6acf:0:18c7:6af7:8e4d,US,Frankfurt,隧道,156 ms,120 Mbps,15360 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,14 ms,2 Mbps,295 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,159 ms,97 Mbps,12492 kB/s
84.235.175.57,443,2a0b:21c0:1007:1c8:0:4e77:4a9c:bb51,DE,Paris,隧道,157 ms,116 Mbps,14950 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,57 Mbps,7316 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,43 Mbps,5622 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,161 ms,101 Mbps,13004 kB/s
141.144.226.241,443,2606:f240:f00:83a7:0:421e:9fff:d97e,US,Frankfurt,隧道,155 ms,112 Mbps,14336 kB/s
130.162.191.65,443,2606:f240:f00:83a7:0:a7e2:df14:c331,US,Frankfurt,隧道,153 ms,113 Mbps,14540 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,158 ms,112 Mbps,14336 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,149 ms,109 Mbps,14028 kB/s
130.61.170.78,443,130.61.170.78,DE,Paris,中转,155 ms,49 Mbps,6340 kB/s
47.253.104.12,443,47.251.149.49,US,San Jose,隧道,73 ms,3 Mbps,401 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,213 ms,33 Mbps,4276 kB/s
141.144.199.182,443,2a0b:21c0:1007:c9:0:6e9c:bb0:9451,DE,Frankfurt,隧道,154 ms,90 Mbps,11571 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,136 ms,123 Mbps,15769 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,137 ms,33 Mbps,4251 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,395 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,157 ms,107 Mbps,13721 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,135 ms,84 Mbps,10752 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,132 Mbps,16998 kB/s
8.208.115.133,443,47.251.149.48,US,San Jose,隧道,148 ms,2 Mbps,321 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,152 ms,118 Mbps,15155 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,153 ms,115 Mbps,14745 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,185 ms,96 Mbps,12390 kB/s
150.230.6.108,443,150.230.6.108,JP,Osaka,中转,159 ms,107 Mbps,13721 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,256 ms,109 Mbps,14028 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,165 ms,68 Mbps,8820 kB/s
138.3.254.220,443,98.98.166.190,AE,Frankfurt,隧道,216 ms,102 Mbps,13107 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,106 ms,20 Mbps,2635 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,80 ms,6 Mbps,852 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,189 ms,86 Mbps,11059 kB/s
47.89.182.61,443,47.251.149.48,US,San Jose,隧道,85 ms,2 Mbps,321 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,148 ms,12 Mbps,1594 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,161 ms,49 Mbps,6293 kB/s
8.209.250.150,443,47.251.149.54,US,San Jose,隧道,123 ms,2 Mbps,305 kB/s
8.217.179.196,443,185.126.80.14,SG,Singapore,隧道,229 ms,2 Mbps,295 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,166 ms,39 Mbps,5058 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,165 ms,39 Mbps,5064 kB/s
8.216.88.20,443,47.251.149.52,US,San Jose,隧道,107 ms,2 Mbps,283 kB/s
