中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,16 ms,1152 Mbps,147456 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,816 Mbps,104448 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,55 ms,398 Mbps,50995 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,16 ms,816 Mbps,104448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,436 Mbps,55910 kB/s
35.197.23.75,443,35.212.233.117,US,Seattle,隧道,51 ms,536 Mbps,68710 kB/s
35.230.79.26,443,35.212.233.117,US,Seattle,隧道,51 ms,548 Mbps,70144 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,349 Mbps,44748 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,19 ms,62 Mbps,8006 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,49 ms,473 Mbps,60620 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,450 Mbps,57651 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,206 Mbps,26419 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,200 Mbps,25702 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,212 Mbps,27238 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,203 Mbps,26009 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,50 Mbps,6400 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,114 ms,46 Mbps,5946 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,110 ms,49 Mbps,6366 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,157 ms,44 Mbps,5695 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,47 Mbps,6079 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,41 Mbps,5248 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,136 Mbps,17510 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,178 ms,23 Mbps,2947 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,194 ms,31 Mbps,4009 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,212 ms,2 Mbps,307 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,201 ms,33 Mbps,4282 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,197 ms,29 Mbps,3751 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,220 ms,38 Mbps,4936 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1063 ms,8 Mbps,1033 kB/s
8.219.116.162,443,47.84.40.188,SG,Singapore,隧道,211 ms,9 Mbps,1257 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,350 ms,0 Mbps,9 kB/s
