中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,502 Mbps,64307 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,49 ms,437 Mbps,56012 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,16 ms,777 Mbps,99532 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,51 ms,498 Mbps,63795 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,35 ms,106 Mbps,13619 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,86 ms,323 Mbps,41369 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,22 ms,49 Mbps,6293 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,50 ms,51 Mbps,6632 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,54 ms,327 Mbps,41881 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,380 Mbps,48640 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,47 ms,8 Mbps,1131 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,25 ms,308 Mbps,39424 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,50 ms,163 Mbps,20889 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,119 ms,23 Mbps,3057 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,68 ms,327 Mbps,41881 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,111 ms,31 Mbps,4072 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,95 ms,499 Mbps,63897 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,313 Mbps,40140 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,121 ms,43 Mbps,5611 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,200 Mbps,25600 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,416 Mbps,53350 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,42 Mbps,5459 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,25 ms,136 Mbps,17510 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,128 ms,187 Mbps,23961 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,225 Mbps,28876 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,172 ms,159 Mbps,20377 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,66 ms,49 Mbps,6318 kB/s
