中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,11 ms,35 Mbps,4550 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,22 ms,465 Mbps,59596 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,548 Mbps,70144 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,45 Mbps,5831 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,63 ms,45 Mbps,5798 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,183 Mbps,23449 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,24 ms,776 Mbps,99430 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,204 Mbps,26112 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,67 ms,299 Mbps,38297 kB/s
192.9.138.241,443,192.9.138.241,256 Mbps,32768 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,144 Mbps,18432 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,116 ms,169 Mbps,21708 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,245 Mbps,31436 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,80 ms,383 Mbps,49049 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,38 Mbps,4943 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,69 ms,340 Mbps,43520 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,231 Mbps,29593 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,113 ms,39 Mbps,5019 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,85 ms,231 Mbps,29593 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,84 ms,297 Mbps,38092 kB/s
