中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:76a0:e18::26b:52,US,Los Angeles,隧道,18 ms,87 Mbps,11161 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,1160 Mbps,148480 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,37 ms,624 Mbps,79872 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,51 ms,24 Mbps,3111 kB/s
129.146.46.164,443,129.146.46.164,US,342 Mbps,43827 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,48 ms,579 Mbps,74137 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,37 ms,580 Mbps,74240 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,83 ms,63 Mbps,8130 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,63 ms,430 Mbps,55091 kB/s
192.9.138.241,443,192.9.138.241,992 Mbps,126976 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,28 ms,112 Mbps,14336 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,63 ms,399 Mbps,51097 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,375 Mbps,48025 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,43 ms,524 Mbps,67072 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,175 ms,120 Mbps,15360 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,22 ms,2 Mbps,334 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,124 Mbps,15974 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,129 ms,200 Mbps,25702 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,524 Mbps,67072 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,19 ms,13 Mbps,1695 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,167 ms,143 Mbps,18329 kB/s
