中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,400 Mbps,51200 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,6 Mbps,888 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,60 Mbps,7697 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,52 ms,352 Mbps,45056 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,393 Mbps,50380 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,51 ms,441 Mbps,56524 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,350 Mbps,44851 kB/s
129.146.46.164,443,129.146.46.164,284 Mbps,36352 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,53 ms,362 Mbps,46387 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,58 ms,250 Mbps,32051 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,409 Mbps,52428 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,206 Mbps,26419 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,174 Mbps,22323 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,215 Mbps,27545 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,51 Mbps,6612 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,153 ms,47 Mbps,6071 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,151 Mbps,19353 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,154 ms,46 Mbps,5908 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,45 Mbps,5774 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,45 Mbps,5817 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,200 ms,38 Mbps,4966 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,207 ms,12 Mbps,1623 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,40 Mbps,5190 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,217 ms,31 Mbps,4078 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,232 ms,42 Mbps,5407 kB/s
