中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,278 Mbps,35635 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,555 Mbps,71065 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,61 ms,643 Mbps,82329 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,413 Mbps,52940 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,85 ms,187 Mbps,23961 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,385 Mbps,49356 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,50 ms,427 Mbps,54681 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,19 ms,70 Mbps,8983 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,53 ms,440 Mbps,56422 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,28 ms,64 Mbps,8230 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,58 ms,81 Mbps,10444 kB/s
152.70.112.158,443,152.70.112.158,US,San Jose,中转,65 ms,49 Mbps,6383 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,348 Mbps,44544 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,53 ms,51 Mbps,6569 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,51 ms,430 Mbps,55091 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,105 ms,172 Mbps,22016 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,25 ms,72 Mbps,9341 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,49 Mbps,6298 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,53 ms,420 Mbps,53862 kB/s
198.46.188.190,443,2a09:bac5:a5fc:1ed2::312:2b,US,Toronto,隧道,27 ms,120 Mbps,15462 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,164 ms,38 Mbps,4975 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,21 ms,2 Mbps,311 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,148 ms,48 Mbps,6188 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,191 Mbps,24473 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,27 ms,400 Mbps,51200 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,101 ms,192 Mbps,24576 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,100 ms,444 Mbps,56934 kB/s
150.230.47.3,443,150.230.47.3,US,San Jose,中转,54 ms,50 Mbps,6472 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,181 ms,103 Mbps,13209 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,216 Mbps,27648 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,100 ms,210 Mbps,26931 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,135 Mbps,17305 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,166 Mbps,21299 kB/s
132.145.255.241,443,2a0b:21c0:100a:1b4:0:c800:843b:c54d,DE,Frankfurt,隧道,106 ms,112 Mbps,14438 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,204 Mbps,26214 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,190 ms,224 Mbps,28672 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,106 ms,42 Mbps,5481 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,55 ms,192 Mbps,24576 kB/s
152.67.44.30,443,152.67.44.30,BR,S
