中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,22 ms,465 Mbps,59596 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,21 ms,1032 Mbps,132096 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,1 ms,227 Mbps,29081 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,1816 Mbps,232448 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,36 ms,984 Mbps,125952 kB/s
129.146.46.164,443,129.146.46.164,US,359 Mbps,45977 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,695 Mbps,88985 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,26 ms,960 Mbps,122880 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,28 ms,456 Mbps,58470 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,381 Mbps,48844 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,5 Mbps,749 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,118 ms,203 Mbps,26009 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,1 Mbps,153 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,45 Mbps,5801 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,120 ms,218 Mbps,27955 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,134 ms,45 Mbps,5861 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,147 ms,153 Mbps,19660 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,116 Mbps,14848 kB/s
193.123.34.7,443,2606:f240:f00:a683:0:dc23:c559:bb9a,DE,Munich,隧道,167 ms,112 Mbps,14336 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,172 ms,7 Mbps,971 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,180 ms,128 Mbps,16384 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,1 Mbps,130 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,142 ms,138 Mbps,17715 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,163 ms,14 Mbps,1825 kB/s
