中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,8 ms,25 Mbps,3210 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1232 Mbps,157696 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,393 Mbps,50380 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,10 ms,1352 Mbps,173056 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,55 ms,385 Mbps,49356 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,320 Mbps,40960 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,74 ms,344 Mbps,44032 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,66 ms,230 Mbps,29491 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,55 ms,345 Mbps,44236 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,250 Mbps,32051 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,79 ms,336 Mbps,43008 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,71 ms,360 Mbps,46080 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,223 Mbps,28569 kB/s
143.47.235.241,443,2a0b:21c0:1007:1c8:0:a0f9:d365:d7a3,DE,Frankfurt,隧道,103 ms,219 Mbps,28057 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,418 Mbps,53555 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,260 Mbps,33280 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,296 Mbps,37888 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,30 Mbps,3957 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,223 Mbps,28569 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,230 Mbps,29491 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,48 Mbps,6164 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,47 Mbps,6091 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,122 Mbps,15667 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,41 Mbps,5305 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,163 ms,2 Mbps,292 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,187 ms,76 Mbps,9755 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,211 ms,36 Mbps,4641 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,219 ms,34 Mbps,4408 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,229 ms,35 Mbps,4485 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,225 ms,0 Mbps,4 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,264 ms,27 Mbps,3579 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,255 ms,6 Mbps,850 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,3 Mbps,407 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,216 ms,3 Mbps,455 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,207 ms,1 Mbps,248 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,199 ms,0 Mbps,29 kB/s
