中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,12 ms,864 Mbps,110592 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,33 ms,339 Mbps,43417 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,7 ms,615 Mbps,78745 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1800 Mbps,230400 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,21 ms,888 Mbps,113664 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,31 ms,920 Mbps,117760 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,33 ms,1000 Mbps,128000 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,35 ms,624 Mbps,79872 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,79 ms,37 Mbps,4773 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,72 ms,310 Mbps,39731 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,75 ms,185 Mbps,23756 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,71 ms,301 Mbps,38604 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,106 ms,47 Mbps,6025 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,111 ms,217 Mbps,27852 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,210 Mbps,26931 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,169 ms,119 Mbps,15257 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,106 ms,1 Mbps,232 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,167 ms,39 Mbps,5011 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,148 ms,148 Mbps,18944 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,124 ms,39 Mbps,5027 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,127 ms,44 Mbps,5675 kB/s
158.101.201.244,443,2a0b:21c0:1007:1c8:0:638:137b:4b65,DE,Frankfurt,隧道,164 ms,112 Mbps,14438 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,167 ms,108 Mbps,13824 kB/s
143.47.252.60,443,98.98.166.174,DE,Frankfurt,隧道,161 ms,116 Mbps,14950 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,170 ms,112 Mbps,14336 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,156 ms,36 Mbps,4669 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,166 ms,37 Mbps,4836 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,160 ms,39 Mbps,5033 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,148 ms,29 Mbps,3811 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,168 ms,124 Mbps,15872 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,156 ms,0 Mbps,6 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,154 ms,138 Mbps,17715 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,175 ms,3 Mbps,501 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,151 ms,0 Mbps,31 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,197 ms,39 Mbps,5064 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,248 ms,0 Mbps,40 kB/s
