中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.236.101,443,198.23.236.101,US,San Jose,中转,4 ms,688 Mbps,88166 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,49 ms,1392 Mbps,178176 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,61 ms,320 Mbps,41062 kB/s
158.101.15.48,443,158.101.15.48,US,Los Angeles,中转,32 ms,14 Mbps,1903 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,21 ms,1328 Mbps,169984 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,49 ms,1472 Mbps,188416 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,5 ms,1728 Mbps,221184 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,303 Mbps,38809 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,32 ms,904 Mbps,115712 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,7 ms,1288 Mbps,164864 kB/s
132.226.31.178,443,2a09:bac5:60eb:183c::26a:56,US,Los Angeles,隧道,20 ms,47 Mbps,6039 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,21 ms,912 Mbps,116736 kB/s
192.9.158.188,443,2a09:bac1:76c0:1cf0::1d2:19,US,San Jose,隧道,83 ms,241 Mbps,30924 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,670 Mbps,85811 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,14 ms,0 Mbps,65 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,702 Mbps,89907 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,66 ms,324 Mbps,41472 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,27 ms,479 Mbps,61337 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,49 ms,888 Mbps,113664 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,31 ms,71 Mbps,9179 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,37 ms,476 Mbps,60928 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,38 ms,95 Mbps,12185 kB/s
47.88.93.96,443,47.251.149.48,US,San Jose,隧道,110 ms,5 Mbps,677 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,131 ms,73 Mbps,9369 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Newark,隧道,75 ms,88 Mbps,11366 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,144 ms,116 Mbps,14848 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,149 ms,36 Mbps,4638 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,131 ms,70 Mbps,9015 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,140 ms,31 Mbps,4022 kB/s
150.136.240.243,443,150.136.240.243,US,Boston,中转,73 ms,128 Mbps,16486 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,126 Mbps,16179 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,166 ms,23 Mbps,2976 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,62 ms,355 Mbps,45465 kB/s
47.90.228.243,443,47.90.228.243,US,Ashburn,中转,71 ms,33 Mbps,4253 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,111 Mbps,14233 kB/s
129.151.244.9,443,129.151.244.9,FR,Marseille,中转,178 ms,86 Mbps,11059 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,150 Mbps,19251 kB/s
138.2.84.189,443,104.28.222.43,SG,Singapore,隧道,168 ms,98 Mbps,12595 kB/s
152.70.88.98,443,2a09:bac5:4753:1a14::299:38,KR,Seoul,隧道,131 ms,39 Mbps,4992 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,144 ms,40 Mbps,5172 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,130 ms,131 Mbps,16793 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,151 ms,112 Mbps,14336 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,167 ms,108 Mbps,13926 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,156 ms,61 Mbps,7919 kB/s
152.69.162.101,443,152.69.162.101,AU,Sydney,中转,144 ms,118 Mbps,15155 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,149 ms,111 Mbps,14233 kB/s
152.67.44.30,443,152.67.44.30,BR,S
