中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,808 Mbps,103424 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,1848 Mbps,236544 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,22 ms,539 Mbps,69017 kB/s
35.197.23.75,443,35.212.233.117,US,Seattle,隧道,54 ms,952 Mbps,121856 kB/s
35.230.79.26,443,35.212.233.117,US,Seattle,隧道,23 ms,864 Mbps,110592 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,21 ms,960 Mbps,122880 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,625 Mbps,80076 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,376 Mbps,48230 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,73 ms,45 Mbps,5852 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,212 Mbps,27238 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,79 ms,311 Mbps,39833 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,87 ms,320 Mbps,40960 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,133 ms,9 Mbps,1180 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,133 Mbps,17100 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,136 ms,145 Mbps,18636 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,128 ms,43 Mbps,5593 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,178 ms,3 Mbps,436 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,153 ms,40 Mbps,5159 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,158 ms,45 Mbps,5787 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,145 Mbps,18636 kB/s
8.219.120.2,443,47.236.1.53,SG,Singapore,隧道,175 ms,93 Mbps,11980 kB/s
158.180.95.219,443,2602:ffe4:407:20da:0:8302:28ed:7058,SG,Singapore,隧道,187 ms,82 Mbps,10547 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,164 ms,36 Mbps,4636 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,32 Mbps,4103 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,147 ms,14 Mbps,1806 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,116 Mbps,14848 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,174 ms,112 Mbps,14336 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,185 ms,43 Mbps,5590 kB/s
158.101.130.149,443,2602:ffe4:407:20d9:0:c08:9740:8831,SG,Singapore,隧道,189 ms,120 Mbps,15462 kB/s
143.47.176.251,443,2606:f240:f00:a683:0:9bbe:e3c2:8d6,DE,Frankfurt,隧道,167 ms,104 Mbps,13414 kB/s
8.219.52.156,443,8.219.69.217,SG,Singapore,隧道,188 ms,50 Mbps,6475 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,165 ms,42 Mbps,5412 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,418 ms,0 Mbps,10 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,35 ms,321 Mbps,41164 kB/s
