中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,23 ms,1184 Mbps,151552 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,470 Mbps,60211 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,721 Mbps,92364 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,320 Mbps,41062 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,16 ms,1056 Mbps,135168 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,464 Mbps,59392 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,61 ms,259 Mbps,33177 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,48 ms,520 Mbps,66662 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,30 ms,51 Mbps,6652 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,212 Mbps,27136 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,354 Mbps,45363 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,203 Mbps,26009 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,52 ms,548 Mbps,70246 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,50 ms,291 Mbps,37273 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,204 Mbps,26214 kB/s
143.47.176.251,443,2a0b:21c0:100a:1b4:0:e627:4415:2a71,DE,Frankfurt,隧道,113 ms,201 Mbps,25804 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,108 ms,47 Mbps,6071 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,234 Mbps,30003 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,118 ms,48 Mbps,6209 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,117 ms,46 Mbps,6013 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,148 Mbps,19046 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,149 ms,39 Mbps,5076 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,169 ms,99 Mbps,12697 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,39 Mbps,5060 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,0 Mbps,97 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,154 ms,0 Mbps,51 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,178 ms,21 Mbps,2716 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,152 ms,43 Mbps,5592 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,11 Mbps,1502 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,180 ms,29 Mbps,3834 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,203 ms,24 Mbps,3147 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,29 Mbps,3802 kB/s
8.219.95.212,443,47.84.40.188,SG,Singapore,隧道,254 ms,49 Mbps,6374 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,198 ms,78 Mbps,10035 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,184 ms,33 Mbps,4291 kB/s
141.148.244.95,443,2a0b:21c0:100a:1b6:0:6e0c:32c7:4466,DE,Frankfurt,隧道,1162 ms,185 Mbps,23756 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,198 ms,0 Mbps,6 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,253 ms,0 Mbps,20 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,0 ms,0 Mbps,32 kB/s
